Index,Title,Sentiment,Class,Entity1,Entity2,Entity3,Language 
8280,  Lammers sluit uitstel Nederlandse Grand Prix naar 2021 niet uit  ,0.07183333333333335,Neutral,nan,nan,nan,Netherlands
8281,  Organisatie Grand Prix van Monaco: Geen race in 2020  ,-0.05111111111111111,Negative,nan,nan,nan,Netherlands
8282,  Dutch GP: F1 kijkt naar alternatieve datum voor race in Zandvoort  ,0.12123809523809526,Neutral,nan,nan,nan,Netherlands
8283,"  Officieel: GP’s van Nederland, Spanje en Monaco uitgesteld  ",0.0626984126984127,Neutral,nan,nan,nan,Netherlands
8284,  Analyse: Kan het Formule 1-seizoen 2020 worden gered?  ,0.12898009950248757,Neutral,nan,nan,nan,Netherlands
8285,"  Binotto: ""Gesprekken met Vettel over nieuw contract begonnen""  ",0.2085,Positive,Vettel,nan,nan,Netherlands
8286,  Ferrari bereid om uitstel van 2021-reglementen te steunen  ,0.07825892857142856,Neutral,Ferrari,nan,nan,Netherlands
8287,"  Werk ligt stil in Monaco, maar uitzondering gemaakt voor F1  ",0.13461538461538464,Neutral,nan,nan,nan,Netherlands
8288,  Ferrari begint per direct aan F1-zomersluiting  ,0.1265277777777778,Neutral,Ferrari,nan,nan,Netherlands
8289,  Red Bull Racing wil fabriek vanaf 27 maart sluiten  ,-0.13287878787878785,Negative,Red Bull,nan,nan,Netherlands
8290,  FIA bevestigt: Zomerstop van F1-seizoen 2020 naar voren gehaald  ,-0.06916666666666667,Negative,nan,nan,nan,Netherlands
8291,  Promotor Grand Prix van Rusland treedt af  ,0.23611111111111105,Positive,nan,nan,nan,Netherlands
8292,  Ferrari doneert miljoenen in strijd tegen coronavirus  ,0.10942028985507246,Neutral,Ferrari,nan,nan,Netherlands
8293,  Corona-update: Wat zijn de volgende stappen voor F1 in Zandvoort?  ,0.12651072124756338,Neutral,nan,nan,nan,Netherlands
8294,  Honda nam al na wintertest maatregelen tegen coronavirus  ,0.07962962962962965,Neutral,nan,nan,nan,Netherlands
8295,  Carey kan niet garanderen dat F1-seizoen eind mei begint  ,0.04955555555555556,Neutral,nan,nan,nan,Netherlands
8296,  Teamleden Renault in zelf-quarantaine na terugkeer uit Australië  ,0.12058823529411763,Neutral,Renault,nan,nan,Netherlands
8297,  ‘Fans en Formule 1-personeel zijn niet in gevaar geweest’  ,0.13408602150537632,Neutral,nan,nan,nan,Netherlands
8298,  Mercedes en Red Bull houden fabrieken open ondanks coronavirus  ,0.14425925925925923,Neutral,Red Bull,Mercedes,nan,Netherlands
8299,"  Ecclestone: Niet Hamilton, maar Verstappen geschikt voor Ferrari  ",0.2597826086956521,Positive,Hamilton,Verstappen,Ferrari,Netherlands
8300,  Protest Red Bull als Mercedes DAS in zou zetten in Australië  ,0.14122807017543856,Neutral,Red Bull,Mercedes,nan,Netherlands
8301,"  Circuit of the Americas dicht, baas niet bang voor F1-race  ",-0.047777777777777794,Negative,nan,nan,nan,Netherlands
8302,"  Race zonder McLaren was oneerlijk geweest, vindt Vasseur  ",0.16218750000000004,Positive,McLaren,nan,nan,Netherlands
8303,  Mercedes trekt zich terug uit strijd tegen Ferrari over 2019-motor  ,0.042745098039215695,Neutral,Mercedes,Ferrari,nan,Netherlands
8304,  Hoe F1 en FIA de plank hebben misgeslagen in Australië  ,0.1190296296296296,Neutral,nan,nan,nan,Netherlands
8305,  Vettel denkt meer na over toekomstplannen dan voorheen  ,0.153921568627451,Positive,Vettel,nan,nan,Netherlands
8306,  Pirelli moet 1.800 banden vernietigen na afgelaste F1-race  ,0.14875000000000005,Neutral,nan,nan,nan,Netherlands
8307,  Ferrari sluit fabriek in Maranello vanwege coronavirus  ,0.13947368421052628,Neutral,Ferrari,nan,nan,Netherlands
8308,  Carey reageert op 'cash is king'-uitspraak van Hamilton  ,0.1802222222222222,Positive,Hamilton,nan,nan,Netherlands
8309,  ‘F1 overwoog race door te laten gaan met afgegrendelde paddock’  ,0.2000657894736842,Positive,nan,nan,nan,Netherlands
8310,"  Lammers: Nog geen bericht over F1 Zandvoort, maar het virus regeert  ",0.1903623188405796,Positive,nan,nan,nan,Netherlands
8311,  Organisator Melbourne hoopt op nieuwe datum voor F1-race  ,0.28239583333333335,Positive,nan,nan,nan,Netherlands
8312,"  Vettel: ""Je leert dat de wereld niet om Formule 1 draait""  ",0.057870370370370364,Neutral,Vettel,nan,nan,Netherlands
8313,  Achter de schermen: Het verhaal achter de afgelaste GP van Australië  ,0.11126016260162604,Neutral,nan,nan,nan,Netherlands
8314,  F1 overweegt zomerstop te schrappen en tweedaagse GP-weekenden  ,0.15869565217391304,Positive,nan,nan,nan,Netherlands
8315,  Russell moet minder afwachtend zijn in openingsronde  ,0.21133333333333332,Positive,Russell,nan,nan,Netherlands
8316,  Leclerc 'respecteert' besluit Ferrari over toekomstige teamgenoot  ,0.2427536231884058,Positive,Leclerc,Ferrari,nan,Netherlands
8317,  Blog vanuit Melbourne: De souvenirs van een afgelaste F1-race  ,0.11489655172413793,Neutral,nan,nan,nan,Netherlands
8318,  Dutch GP-organisatie reageert op mogelijk uitstel F1 Zandvoort  ,0.1413333333333333,Neutral,nan,nan,nan,Netherlands
8319,  Foto's: Chaos in Albert Park op vrijdagochtend GP van Australië  ,0.1,Neutral,nan,nan,nan,Netherlands
8320,  Promoted: Waarom een bezoekje aan Paul Ricard een goed alternatief is voor Zandvoort  ,0.3536111111111111,Positive,nan,nan,nan,Netherlands
8321,  Vietnam: Uitstellen Grand Prix 'een lastige beslissing'  ,-0.006818181818181814,Neutral,nan,nan,nan,Netherlands
8322,  Todt en Carey in koor: Uitstellen GP’s enige juiste beslissing  ,0.061666666666666675,Neutral,nan,nan,nan,Netherlands
8323,  Ecclestone kritisch op handelswijze F1 en FIA rond afgelasting  ,0.1298245614035088,Neutral,nan,nan,nan,Netherlands
8324,  Officieel: Formule 1 stelt GP's van Bahrein en Vietnam uit  ,0.02916666666666667,Neutral,nan,nan,nan,Netherlands
8325,  Dit schreven internationale media over het F1-echec van Melbourne  ,0.0037254901960784297,Neutral,nan,nan,nan,Netherlands
8326,"  ""Afgelasting Australië enige logische oplossing"", zegt Honda  ",0.15301587301587302,Positive,nan,nan,nan,Netherlands
8327,  Verstappen: Afgelasting 'het juiste besluit' voor GP Australië  ,0.19739583333333333,Positive,Verstappen,nan,nan,Netherlands
8328,"  Brawn over late beslissing F1: ""Dit is geen autocratie""  ",0.09724137931034482,Neutral,nan,nan,nan,Netherlands
8329,"  F1 en organisatie Australische GP: ""We hebben goed gehandeld""  ",0.13880208333333333,Neutral,nan,nan,nan,Netherlands
8330,"  Red Bull, AlphaTauri en Racing Point stemden voor doorgaan GP  ",0.10265151515151515,Neutral,Red Bull,Racing Point,AlphaTauri,Netherlands
8331,"  Red Bull zinspeelt op uitstel F1-seizoen, start mogelijk in Baku  ",0.11204545454545455,Neutral,Red Bull,nan,nan,Netherlands
8332,  Formule 1-seizoen 2020 start mogelijk pas in juni  ,0.0648076923076923,Neutral,nan,nan,nan,Netherlands
8333,  McLaren plaatst nog eens veertien teamleden in quarantaine  ,0.07192982456140351,Neutral,McLaren,nan,nan,Netherlands
8334,  Officieel: GP van Australië alsnog afgelast vanwege coronavirus  ,0.07945205479452055,Neutral,nan,nan,nan,Netherlands
8335,  Programma GP Australië gaat door ondanks afgelasting F1-race  ,0.09309523809523809,Neutral,nan,nan,nan,Netherlands
8336,  Dutch GP neemt nieuwe coronamaatregelen 'bijzonder serieus'  ,0.06666666666666668,Neutral,nan,nan,nan,Netherlands
8337,  'Grand Prix van Australië na spoedoverleg van de baan'  ,0.1357142857142857,Neutral,nan,nan,nan,Netherlands
8338,  Analyse: Laks handelen komt Formule 1 duur te staan  ,0.13541666666666669,Neutral,nan,nan,nan,Netherlands
8339,  Hoeveel F1-races moeten er verreden worden voor een officieel WK?  ,0.0,Neutral,nan,nan,nan,Netherlands
8340,  Promotor GP Australië onderzoekt gevolgen besmetting bij McLaren  ,0.06153846153846154,Neutral,McLaren,nan,nan,Netherlands
8341,  McLaren trekt zich terug voor GP Australië vanwege corona  ,0.04391304347826086,Neutral,McLaren,nan,nan,Netherlands
8342,  Poll: Moet de Grand Prix van Australië afgelast worden?  ,0.0,Neutral,nan,nan,nan,Netherlands
8343,  Mercedes-coureurs reageren terughoudend op Ferrari-controverse  ,0.1921078431372549,Positive,Mercedes,Ferrari,nan,Netherlands
8344,"  Vettel: ""F1-coureurs gelijkgestemd als het gaat om coronavirus""  ",0.13382716049382715,Neutral,Vettel,nan,nan,Netherlands
8345,  Williams vreest daling inkomsten als F1-races afgelast worden  ,0.11642857142857144,Neutral,Williams,nan,nan,Netherlands
8346,"  Bottas: ""Hopelijk is DAS-systeem voordeel in Melbourne""  ",0.2436274509803922,Positive,Bottas,nan,nan,Netherlands
8347,  Nog twee werknemers Haas in isolatie: “Hopelijk niks aan de hand”  ,-0.015151515151515154,Negative,Haas,nan,nan,Netherlands
8348,  Ricciardo toont opvallende nieuwe helm  ,0.14761904761904762,Neutral,Ricciardo,nan,nan,Netherlands
8349,  Ferrari: Logisch dat FIA niet alles over 2019-motor openbaar maakt  ,0.031666666666666676,Neutral,Ferrari,nan,nan,Netherlands
8350,  Verstappen blij dat coureurs helm onbeperkt mogen aanpassen  ,0.23288888888888887,Positive,Verstappen,nan,nan,Netherlands
8351,  Hamilton: Schokkend dat F1 'gewoon' doorgaat in tijden van corona  ,0.12959523809523812,Neutral,Hamilton,nan,nan,Netherlands
8352,  Carey in Vietnam voor crisisgesprekken omtrent coronavirus  ,0.07756410256410257,Neutral,nan,nan,nan,Netherlands
8353,  Verstappen maakt zich ‘niet echt’ zorgen over coronavirus  ,0.18894886363636362,Positive,Verstappen,nan,nan,Netherlands
8354,  VIDEO: Dit veranderde Red Bull aan de neus van de RB16  ,0.15000000000000002,Positive,Red Bull,nan,nan,Netherlands
8355,  Racing Point: Nieuw chassis nodig voor implementatie DAS  ,0.06666666666666667,Neutral,Racing Point,nan,nan,Netherlands
8356,  Weerbericht Australië: Koufront kan voor verwarring zorgen  ,0.27055555555555555,Positive,nan,nan,nan,Netherlands
8357,  5 dingen om naar uit te kijken tijdens de F1 GP van Australië  ,0.14993127147766327,Neutral,nan,nan,nan,Netherlands
8358,  Mercedes lost motorproblemen van wintertest op  ,0.17777777777777776,Positive,Mercedes,nan,nan,Netherlands
8359,  Meerdere leden van F1-teams in zelfquarantaine na test op corona  ,0.12000000000000006,Neutral,nan,nan,nan,Netherlands
8360,"  Verstappen over Ferrari-schikking: ""We willen gelijk speelveld""  ",0.10753623188405795,Neutral,Verstappen,Ferrari,nan,Netherlands
8361,  Verstappen hoopt op 'zo normaal mogelijk' weekend ondanks corona  ,0.17674242424242426,Positive,Verstappen,nan,nan,Netherlands
8362,  Coronavirus aangetroffen in Albert Park Hotel naast F1-circuit  ,0.03333333333333333,Neutral,nan,nan,nan,Netherlands
8363,"  F1-preview Van der Garde: DAS, Verstappen en Vettel als outsider  ",0.27313131313131317,Positive,Verstappen,Vettel,nan,Netherlands
8364,  Hoe laat begint de Formule 1 Grand Prix van Australië 2020?  ,0.22916666666666666,Positive,nan,nan,nan,Netherlands
8365,  VIDEO: Een rondje over Albert Park met Max Verstappen  ,0.10833333333333332,Neutral,Verstappen,nan,nan,Netherlands
8366,  Conservatieve bandenkeuze Red Bull en Ferrari voor Bahrein  ,0.004285714285714288,Neutral,Red Bull,Ferrari,nan,Netherlands
8367,  Verstappen: “Halve seconde achterstand zou pijnlijk zijn”  ,0.20376811594202895,Positive,Verstappen,nan,nan,Netherlands
8368,  Racing Point verwacht 'zeer grote uitdaging' met banden in 2020  ,0.11365079365079366,Neutral,Racing Point,nan,nan,Netherlands
8369,"  Brawn over Drive to Survive: ""Financiën niet altijd prioriteit""  ",0.24263888888888885,Positive,nan,nan,nan,Netherlands
8370,  Marko vindt discussie rond coronavirus 'opgeblazen'  ,0.09621212121212121,Neutral,nan,nan,nan,Netherlands
8371,  Sergio Sette Camara reservecoureur bij Red Bull Racing  ,0.26851851851851855,Positive,Red Bull,nan,nan,Netherlands
8372,  Honda heeft oplossing voor slechte starts Red Bull  ,0.2657333333333333,Positive,Red Bull,nan,nan,Netherlands
8373,  Televisie-overzicht: waar is de Formule 1 in 2020 te zien?  ,0.15866666666666668,Positive,nan,nan,nan,Netherlands
8374,  Wat verwachten wij van het Formule 1-seizoen 2020 - Deel 2  ,0.2257945736434109,Positive,nan,nan,nan,Netherlands
8375,  Ferrari's voorbereiding op Australische GP verloopt volgens plan  ,0.1,Neutral,Ferrari,nan,nan,Netherlands
8376,  Brown noemt budgetplafond voor 2021 'een goed beginpunt'  ,0.14450980392156865,Neutral,nan,nan,nan,Netherlands
8377,  Geen toeschouwers bij Grand Prix van Bahrein  ,0.16909090909090907,Positive,nan,nan,nan,Netherlands
8378,  Poll: Wie wint de Formule 1-seizoensopener in Melbourne?  ,0.30208333333333337,Positive,nan,nan,nan,Netherlands
8379,  Agressie moet Bottas helpen om Hamilton te verslaan  ,0.26614035087719295,Positive,Hamilton,Bottas,nan,Netherlands
8380,  Wat verwachten wij van het Formule 1-seizoen 2020 - Deel 1  ,0.2151576576576576,Positive,nan,nan,nan,Netherlands
8381,  Andretti ziet Red Bull in 2020 de strijd aanbinden met Mercedes  ,0.13618589743589746,Neutral,Red Bull,Mercedes,nan,Netherlands
8382,  F1-coureurs mogen voortaan onbeperkt van helmontwerp wisselen  ,0.1558823529411765,Positive,nan,nan,nan,Netherlands
8383,  Mondiale autosportraad veroordeelt kritiek op Ferrari-schikking  ,0.08728395061728396,Neutral,Ferrari,nan,nan,Netherlands
8384,"  FIA roept crisisteam in het leven, evalueert racekalenders  ",0.0840909090909091,Neutral,nan,nan,nan,Netherlands
8385,"  Abiteboul: ""Teams niet uit op rechtszaak met brief over schikking""  ",0.10735294117647058,Neutral,nan,nan,nan,Netherlands
8386,"  ""Eerste drie GP's gaan vooralsnog door"", bevestigt Brawn  ",0.1852777777777778,Positive,nan,nan,nan,Netherlands
8387,  Belangrijkste doelwit zijn 'niets nieuws meer' voor Hamilton  ,0.14698717948717951,Neutral,Hamilton,nan,nan,Netherlands
8388,  AlphaTauri beslist in september over versnellingsbak voor 2021  ,0.037210526315789465,Neutral,AlphaTauri,nan,nan,Netherlands
8389,  Tech: De veranderingen waarmee McLaren een nieuwe stap wil zetten  ,0.1763888888888889,Positive,McLaren,nan,nan,Netherlands
8390,  Verstappen: Hamilton kreeg laatste jaren weinig echte tegenstand  ,0.17007246376811597,Positive,Hamilton,Verstappen,nan,Netherlands
8391,  Ocon prijst managementskills van Hamilton  ,0.3387878787878788,Positive,Hamilton,Ocon,nan,Netherlands
8392,  Organisatie GP van Bahrein legt kaartverkoop voorlopig stil  ,0.12941176470588237,Neutral,nan,nan,nan,Netherlands
8393,"  Lammers geniet van eerste ronden in Zandvoort: ""Een aparte ervaring""  ",0.15634615384615386,Positive,nan,nan,nan,Netherlands
8394,  Brawn vindt vondst als DAS 'typisch Formule 1'  ,0.12053333333333333,Neutral,nan,nan,nan,Netherlands
8395,"  Marko wil straf voor Ferrari: ""Lopen tientallen miljoenen mis""  ",0.09104166666666669,Neutral,Ferrari,nan,nan,Netherlands
8396,  FIA zwicht niet voor F1-teams: Geen openheid over Ferrari-schikking  ,0.047373737373737373,Neutral,Ferrari,nan,nan,Netherlands
8397,"  Binotto: ""Ferrari heeft geen verstoppertje gespeeld tijdens test""  ",0.21458333333333332,Positive,Ferrari,nan,nan,Netherlands
8398,  Australië neemt extra voorzorgsmaatregelen voor reizigers uit Italië  ,0.10777777777777778,Neutral,nan,nan,nan,Netherlands
8399,  VIDEO: Verstappen met de RB8 in actie op Circuit Zandvoort  ,-0.35,Negative,Verstappen,nan,nan,Netherlands
8400,"  Luyendyk onder indruk van Zandvoort: ""Kombocht doet mijn naam eer aan""  ",0.35144927536231885,Positive,nan,nan,nan,Netherlands
8401,  Verstappen opent vernieuwd Circuit Zandvoort in Red Bull-bolide  ,0.17806547619047614,Positive,Verstappen,Red Bull,nan,Netherlands
8402,  Minister van sport 'vrij zeker' dat GP Australië door gaat  ,0.18229166666666666,Positive,nan,nan,nan,Netherlands
8403,  Tost onder de indruk: “Honda heeft grote stap gemaakt”  ,0.31261904761904763,Positive,nan,nan,nan,Netherlands
8404,  Williams: Teams en jonge coureurs de dupe van minder testen  ,0.14701754385964919,Neutral,Williams,nan,nan,Netherlands
8405,"  Leclerc echoot Verstappen: ""Hamilton niet onverslaanbaar""  ",0.2536842105263158,Positive,Hamilton,Verstappen,Leclerc,Netherlands
8406,  Mercedes F1-team wil eind 2020 klimaatneutraal zijn  ,0.17504901960784314,Positive,Mercedes,nan,nan,Netherlands
8407,"  Coronel: ""Denk dat DAS-systeem Mercedes alsnog wordt verboden""  ",0.22254901960784315,Positive,Mercedes,nan,nan,Netherlands
8408,  Inreisverbod Bahrein: reizigers niet welkom vanuit Italië  ,0.009210526315789476,Neutral,nan,nan,nan,Netherlands
8409,  Dronebeelden tonen stratencircuit Hanoi in afrondingsfase  ,0.09696969696969698,Neutral,nan,nan,nan,Netherlands
8410,  Sainz: “Racing Point heeft ware potentieel nog niet getoond”  ,0.04801282051282052,Neutral,Sainz,Racing Point,nan,Netherlands
8411,  Norris: McLaren MCL35 'minder op het randje' dan voorganger  ,0.290382882882883,Positive,Norris,McLaren,nan,Netherlands
8412,"  Coronel: ""Schikking bewijst dat Ferrari fout zat met 2019-motor""  ",0.11979885057471264,Neutral,Ferrari,nan,nan,Netherlands
8413,  Formule 1-teams toch niet via strand naar Zandvoort  ,0.13125,Neutral,nan,nan,nan,Netherlands
8414,  Doe mee met het Formule 1 Jaarspel 2020!  ,0.3501960784313726,Positive,nan,nan,nan,Netherlands
8415,"  ""Mercedes meer op het gemak dan Ferrari"", oordeelt Vettel  ",0.22730769230769232,Positive,Vettel,Mercedes,Ferrari,Netherlands
8416,  Mercedes niet zeker dat DAS-systeem gebruikt zal worden  ,0.2638888888888889,Positive,Mercedes,nan,nan,Netherlands
8417,  5 creatieve manieren hoe de F1 het coronavirus kan omzeilen  ,0.06877192982456141,Neutral,nan,nan,nan,Netherlands
8418,"  Ricciardo: ""Snelle tijd op zachte band is positief""  ",0.17469696969696968,Positive,Ricciardo,nan,nan,Netherlands
8419,  Russell: “Williams nog steeds het langzaamste team”  ,0.18987654320987654,Positive,Russell,Williams,nan,Netherlands
8420,"  Marko na wintertests: ""Weer een stap dichter bij ons doel""  ",0.11706349206349206,Neutral,nan,nan,nan,Netherlands
8421,  Analyse: Red Bull en Mercedes kunnen met vertrouwen naar Melbourne  ,0.17868840579710144,Positive,Red Bull,Mercedes,nan,Netherlands
8422,  Overzicht: De gecombineerde tijdenlijst van de F1-wintertests  ,0.33749999999999997,Positive,nan,nan,nan,Netherlands
8423,  Hamilton: Mercedes werkt aan oplossing voor motorproblemen  ,0.17142857142857143,Positive,Hamilton,Mercedes,nan,Netherlands
8424,  Dit schreven internationale media over de F1-wintertests  ,0.24492424242424254,Positive,nan,nan,nan,Netherlands
8425,  Pirelli stuurt engineers naar Zandvoort om asfalt te bekijken  ,0.17732269503546094,Positive,nan,nan,nan,Netherlands
8426,  AlphaTauri werkte testweken 'probleemloos' af met één Honda-motor  ,0.20216049382716048,Positive,AlphaTauri,nan,nan,Netherlands
8427,  Ferrari wil 'garanties' over coronavirus voor reis naar Australië  ,-0.0107843137254902,Negative,Ferrari,nan,nan,Netherlands
8428,"  Hamilton kritisch op Pirelli: ""We hebben betere banden nodig""  ",0.24469696969696966,Positive,Hamilton,nan,nan,Netherlands
8429,"  Verstappen over concurrentie: ""Niets zorgwekkends gezien""  ",0.26204933954933957,Positive,Verstappen,nan,nan,Netherlands
8430,  Testupdate 18u: Uitslag van de laatste testdag  ,0.0,Neutral,nan,nan,nan,Netherlands
8431,"  Bottas topt afsluitende testdag in Barcelona, Verstappen tweede  ",0.15629166666666666,Positive,Verstappen,Bottas,nan,Netherlands
8432,"  Testupdate 17u: Bottas aan kop, Verstappen klokt vierde tijd  ",0.15,Positive,Verstappen,Bottas,nan,Netherlands
8433,  Hamilton ziet 'genoeg problemen' voor Mercedes  ,0.3752500000000001,Positive,Hamilton,Mercedes,nan,Netherlands
8434,  Dutch GP monitort situatie coronavirus met RIVM en F1-organisatie  ,0.15684210526315792,Positive,nan,nan,nan,Netherlands
8435,  Testupdate 16u: Verstappen weer buiten na remproblemen  ,0.07500000000000001,Neutral,Verstappen,nan,nan,Netherlands
8436,  Horner verbindt geen conclusies aan motorproblemen Mercedes  ,0.14493589743589746,Neutral,Mercedes,nan,nan,Netherlands
8437,  Testupdate 15u: Leclerc bezig met indrukwekkende racesim  ,-0.042499999999999996,Negative,Leclerc,nan,nan,Netherlands
8438,  Ricciardo leidt de dans op ochtend laatste testdag Barcelona  ,0.09473015873015878,Neutral,Ricciardo,nan,nan,Netherlands
8439,"  Testupdate 12u: Ferrari neemt de kop over, Mercedes stoïcijns  ",0.12947916666666667,Neutral,Mercedes,Ferrari,nan,Netherlands
8440,"  Testupdate 11u: McLaren versnelt, Raikkonen spint  ",-0.033194444444444436,Negative,Raikkonen,McLaren,nan,Netherlands
8441,"  Testupdate 10u: Sainz zet McLaren bovenaan, Hamilton productief  ",0.09375,Neutral,Hamilton,Sainz,McLaren,Netherlands
8442,  Bottas: Teams spelen spelletjes tijdens test  ,0.09209090909090913,Neutral,Bottas,nan,nan,Netherlands
8443,  Live: Alle actie tijdens de wintertest in Barcelona  ,0.10029761904761902,Neutral,nan,nan,nan,Netherlands
8444,  Overzicht: Deze coureurs komen de laatste F1-testdag in actie  ,0.035555555555555556,Neutral,nan,nan,nan,Netherlands
8445,  Vettel legt vinger op zere plek: “Auto is te draggy”  ,0.325925925925926,Positive,Vettel,nan,nan,Netherlands
8446,  Tech: Het nieuwe aeropakket van Red Bull geanalyseerd  ,0.09567901234567898,Neutral,Red Bull,nan,nan,Netherlands
8447,  Albon klaagt over wind tijdens voorlaatste testdag Barcelona  ,0.15382716049382716,Positive,Albon,nan,nan,Netherlands
8448,"  Vettel snelste op voorlaatste dag, motorprobleem Hamilton  ",0.04348484848484849,Neutral,Hamilton,Vettel,nan,Netherlands
8449,  Testupdate 18u: Uitslag van de vijfde testdag  ,-0.04999999999999999,Negative,nan,nan,nan,Netherlands
8450,  Testupdate 17u: Vettel nog altijd aan kop  ,0.0,Neutral,Vettel,nan,nan,Netherlands
8451,  Verstappen over gevolgen coronavirus: “We zijn voorbereid”  ,0.18611111111111112,Positive,Verstappen,nan,nan,Netherlands
8452,  Testupdate 16u: Hamilton valt stil met technisch probleem  ,0.025000000000000022,Neutral,Hamilton,nan,nan,Netherlands
8453,  Testupdate 15u: Teams bezigen raceruns op voorlaatste middag  ,0.0,Neutral,nan,nan,nan,Netherlands
8454,  Verstappen over spin in grindbak: “Raakte een natte plek”  ,0.2025396825396826,Positive,Verstappen,nan,nan,Netherlands
8455,"  Verstappen zorgt voor code rood, Vettel snelste in ochtendsessie  ",0.029597701149425282,Neutral,Verstappen,Vettel,nan,Netherlands
8456,  Testupdate 13u: Uitslag van de ochtendsessie  ,0.10625000000000001,Neutral,nan,nan,nan,Netherlands
8457,  Testupdate 12u: Verstappen spint en veroorzaakt rode vlag  ,0.0028571428571428636,Neutral,Verstappen,nan,nan,Netherlands
8458,  Testupdate 11u: Verstappen test nieuw bargeboard  ,0.18041666666666661,Positive,Verstappen,nan,nan,Netherlands
8459,  Testupdate 10u: Vochtig begin van de dag  ,0.1,Neutral,nan,nan,nan,Netherlands
8460,  In beeld: De voltooide Hugenholtzbocht op Circuit Zandvoort  ,0.15299999999999997,Positive,nan,nan,nan,Netherlands
8461,  LIVE: De vijfde Formule 1-testdag in Barcelona  ,0.1104,Neutral,nan,nan,nan,Netherlands
8462,  Renault: 'Roze Mercedes' past bij zorgwekkende ontwikkeling in F1  ,0.2498550724637681,Positive,Mercedes,Renault,nan,Netherlands
8463,  Overzicht: Deze coureurs komen vandaag in actie op Barcelona  ,0.019047619047619046,Neutral,nan,nan,nan,Netherlands
8464,  F1: GP van Vietnam gaat voorlopig gewoon door  ,0.08663580246913581,Neutral,nan,nan,nan,Netherlands
8465,  Kubica na snelste dagtijd: “Er zit nog meer aan te komen”  ,0.17302083333333337,Positive,nan,nan,nan,Netherlands
8466,"  Ferrari: ""Opmerking van Mercedes over onze motorstand klopt niet""  ",0.17800000000000002,Positive,Mercedes,Ferrari,nan,Netherlands
8467,  Geen zorgen bij Verstappen ondanks tijdverlies op woensdag  ,0.17898550724637682,Positive,Verstappen,nan,nan,Netherlands
8468,  Testupdate 18u: Uitslag van de vierde testdag  ,-0.04999999999999999,Negative,nan,nan,nan,Netherlands
8469,"  Kubica opent tweede testweek als snelste, tweede tijd Verstappen  ",0.11916666666666664,Neutral,Verstappen,nan,nan,Netherlands
8470,"  Ferrari overwoog DAS al eerder: ""Maar twijfelden over legaliteit""  ",0.03901515151515151,Neutral,Ferrari,nan,nan,Netherlands
8471,  Testupdate 17u: Relatieve rust in Barcelona  ,-0.016666666666666663,Negative,nan,nan,nan,Netherlands
8472,  Testupdate 16u: Topteams doen raceruns  ,0.0142857142857143,Neutral,nan,nan,nan,Netherlands
8473,"  Ricciardo niet bezig met Ferrari-geruchten: ""Focus op Renault""  ",0.25880000000000003,Positive,Ricciardo,Ferrari,Renault,Netherlands
8474,  Renault: F1 moet innovaties als DAS niet verbieden  ,0.15222222222222226,Positive,Renault,nan,nan,Netherlands
8475,  Testupdate 15u: Verstappen schiet in gang  ,0.06166666666666667,Neutral,Verstappen,nan,nan,Netherlands
8476,  Albon bevestigt probleem met ophanging bij start tweede testweek  ,0.12380952380952381,Neutral,Albon,nan,nan,Netherlands
8477,  VIDEO: De nieuwe voorwielophanging van Red Bull geanalyseerd  ,-0.3,Negative,Red Bull,nan,nan,Netherlands
8478,"  Kubica snelste bij aanvang tweede test, Red Bull lang in de pits  ",0.14095238095238097,Neutral,Red Bull,nan,nan,Netherlands
8479,  Testupdate 13u: Uitslag van de ochtendsessie  ,0.060606060606060635,Neutral,nan,nan,nan,Netherlands
8480,"  Testupdate 12u: Twee rode vlaggen, Red Bull weer in actie  ",0.02708333333333334,Neutral,Red Bull,nan,nan,Netherlands
8481,  Red Bull Racing ontkent problemen tijdens testdag Barcelona  ,-0.015384615384615382,Negative,Red Bull,nan,nan,Netherlands
8482,  Testupdate 11u: Stilte bij Red Bull  ,0.11250000000000002,Neutral,Red Bull,nan,nan,Netherlands
8483,  Testupdate 10u: Trage start van tweede testweek  ,0.10416666666666667,Neutral,nan,nan,nan,Netherlands
8484,  Lees terug: De vierde Formule 1-testdag in Barcelona  ,0.19930555555555554,Positive,nan,nan,nan,Netherlands
8485,  Overzicht: Deze coureurs komen woensdag in actie op Barcelona  ,0.11666666666666665,Neutral,nan,nan,nan,Netherlands
8486,  In beeld: De Formule 1-grid 2020  ,0.0,Neutral,nan,nan,nan,Netherlands
8487,  Ecclestone: “Nooit gedacht dat Zandvoort zou terugkeren”  ,0.2515476190476191,Positive,nan,nan,nan,Netherlands
8488,  Tech: De veranderingen aan de Mercedes W11 om DAS in te passen  ,0.0035555555555555657,Neutral,Mercedes,nan,nan,Netherlands
8489,"  Albon: ""Hadden DAS-systeem mogelijk ook zonder F1 TV ontdekt""  ",0.06309523809523811,Neutral,Albon,nan,nan,Netherlands
8490,  Verstappen en Albon delen RB16 iedere dag tijdens tweede testweek  ,0.09696969696969694,Neutral,Verstappen,Albon,nan,Netherlands
8491,  Preview: Wat kunnen we verwachten van de tweede F1-testweek?  ,0.07457671957671959,Neutral,nan,nan,nan,Netherlands
8492,"  Horner: ""Focus van Newey ligt nu al grotendeels op de RB17""  ",0.129,Neutral,nan,nan,nan,Netherlands
