Index,Title,Sentiment,Class,Entity1,Entity2,Entity3 
2433,  Hamilton: Schokkend dat F1 'gewoon' doorgaat in tijden van corona  ,0.12959523809523812,Neutral,Hamilton,,
2434,  Carey in Vietnam voor crisisgesprekken omtrent coronavirus  ,0.07756410256410257,Neutral,,,
2435,  Verstappen maakt zich ‘niet echt’ zorgen over coronavirus  ,0.18894886363636362,Positive,Verstappen,,
2436,  VIDEO: Dit veranderde Red Bull aan de neus van de RB16  ,0.15000000000000002,Positive,Red Bull,,
2437,  Racing Point: Nieuw chassis nodig voor implementatie DAS  ,0.06666666666666667,Neutral,Racing Point,,
2438,  Weerbericht Australië: Koufront kan voor verwarring zorgen  ,0.27055555555555555,Positive,,,
2439,  5 dingen om naar uit te kijken tijdens de F1 GP van Australië  ,0.14993127147766327,Neutral,,,
2440,  Mercedes lost motorproblemen van wintertest op  ,0.17777777777777776,Positive,Mercedes,,
2441,  Meerdere leden van F1-teams in zelfquarantaine na test op corona  ,0.12000000000000006,Neutral,,,
2442,"  Verstappen over Ferrari-schikking: ""We willen gelijk speelveld""  ",0.10753623188405795,Neutral,Verstappen,Ferrari,
2443,  Verstappen hoopt op 'zo normaal mogelijk' weekend ondanks corona  ,0.17674242424242426,Positive,Verstappen,,
2444,  Coronavirus aangetroffen in Albert Park Hotel naast F1-circuit  ,0.03333333333333333,Neutral,,,
2445,"  F1-preview Van der Garde: DAS, Verstappen en Vettel als outsider  ",0.27313131313131317,Positive,Verstappen,Vettel,
2446,  Hoe laat begint de Formule 1 Grand Prix van Australië 2020?  ,0.22916666666666666,Positive,,,
2447,  VIDEO: Een rondje over Albert Park met Max Verstappen  ,0.10833333333333332,Neutral,Verstappen,,
2448,  Conservatieve bandenkeuze Red Bull en Ferrari voor Bahrein  ,0.004285714285714288,Neutral,Red Bull,Ferrari,
2449,  Verstappen: “Halve seconde achterstand zou pijnlijk zijn”  ,0.20376811594202895,Positive,Verstappen,,
2450,  Racing Point verwacht 'zeer grote uitdaging' met banden in 2020  ,0.11365079365079366,Neutral,Racing Point,,
2451,"  Brawn over Drive to Survive: ""Financiën niet altijd prioriteit""  ",0.24263888888888885,Positive,,,
2452,  Marko vindt discussie rond coronavirus 'opgeblazen'  ,0.09621212121212121,Neutral,,,
2453,  Sergio Sette Camara reservecoureur bij Red Bull Racing  ,0.26851851851851855,Positive,Red Bull,,
2454,  Honda heeft oplossing voor slechte starts Red Bull  ,0.2657333333333333,Positive,Red Bull,,
2455,  Televisie-overzicht: waar is de Formule 1 in 2020 te zien?  ,0.15866666666666668,Positive,,,
2456,  Wat verwachten wij van het Formule 1-seizoen 2020 - Deel 2  ,0.2257945736434109,Positive,,,
2457,  Ferrari's voorbereiding op Australische GP verloopt volgens plan  ,0.1,Neutral,Ferrari,,
2458,  Brown noemt budgetplafond voor 2021 'een goed beginpunt'  ,0.14450980392156865,Neutral,,,
2459,  Geen toeschouwers bij Grand Prix van Bahrein  ,0.16909090909090907,Positive,,,
2460,  Poll: Wie wint de Formule 1-seizoensopener in Melbourne?  ,0.30208333333333337,Positive,,,
2461,  Agressie moet Bottas helpen om Hamilton te verslaan  ,0.26614035087719295,Positive,Hamilton,Bottas,
2462,  Wat verwachten wij van het Formule 1-seizoen 2020 - Deel 1  ,0.2151576576576576,Positive,,,
2463,  Andretti ziet Red Bull in 2020 de strijd aanbinden met Mercedes  ,0.13618589743589746,Neutral,Red Bull,Mercedes,
2464,  F1-coureurs mogen voortaan onbeperkt van helmontwerp wisselen  ,0.1558823529411765,Positive,,,
2465,  Mondiale autosportraad veroordeelt kritiek op Ferrari-schikking  ,0.08728395061728396,Neutral,Ferrari,,
2466,"  FIA roept crisisteam in het leven, evalueert racekalenders  ",0.0840909090909091,Neutral,,,
2467,"  Abiteboul: ""Teams niet uit op rechtszaak met brief over schikking""  ",0.10735294117647058,Neutral,,,
2468,"  ""Eerste drie GP's gaan vooralsnog door"", bevestigt Brawn  ",0.1852777777777778,Positive,,,
2469,  Belangrijkste doelwit zijn 'niets nieuws meer' voor Hamilton  ,0.14698717948717951,Neutral,Hamilton,,
2470,  AlphaTauri beslist in september over versnellingsbak voor 2021  ,0.037210526315789465,Neutral,AlphaTauri,,
2471,  Tech: De veranderingen waarmee McLaren een nieuwe stap wil zetten  ,0.1763888888888889,Positive,McLaren,,
2472,  Verstappen: Hamilton kreeg laatste jaren weinig echte tegenstand  ,0.17007246376811597,Positive,Hamilton,Verstappen,
2473,  Ocon prijst managementskills van Hamilton  ,0.3387878787878788,Positive,Hamilton,Ocon,
2474,  Organisatie GP van Bahrein legt kaartverkoop voorlopig stil  ,0.12941176470588237,Neutral,,,
2475,"  Lammers geniet van eerste ronden in Zandvoort: ""Een aparte ervaring""  ",0.15634615384615386,Positive,,,
2476,  Brawn vindt vondst als DAS 'typisch Formule 1'  ,0.12053333333333333,Neutral,,,
2477,"  Marko wil straf voor Ferrari: ""Lopen tientallen miljoenen mis""  ",0.09104166666666669,Neutral,Ferrari,,
2478,  FIA zwicht niet voor F1-teams: Geen openheid over Ferrari-schikking  ,0.047373737373737373,Neutral,Ferrari,,
2479,"  Binotto: ""Ferrari heeft geen verstoppertje gespeeld tijdens test""  ",0.21458333333333332,Positive,Ferrari,,
2480,  Australië neemt extra voorzorgsmaatregelen voor reizigers uit Italië  ,0.10777777777777778,Neutral,,,
2481,  VIDEO: Verstappen met de RB8 in actie op Circuit Zandvoort  ,-0.35,Negative,Verstappen,,
2482,"  Luyendyk onder indruk van Zandvoort: ""Kombocht doet mijn naam eer aan""  ",0.35144927536231885,Positive,,,
2483,  Verstappen opent vernieuwd Circuit Zandvoort in Red Bull-bolide  ,0.17806547619047614,Positive,Verstappen,Red Bull,
2484,  Minister van sport 'vrij zeker' dat GP Australië door gaat  ,0.18229166666666666,Positive,,,
2485,  Tost onder de indruk: “Honda heeft grote stap gemaakt”  ,0.31261904761904763,Positive,,,
2486,  Williams: Teams en jonge coureurs de dupe van minder testen  ,0.14701754385964919,Neutral,Williams,,
2487,"  Leclerc echoot Verstappen: ""Hamilton niet onverslaanbaar""  ",0.2536842105263158,Positive,Hamilton,Verstappen,Leclerc
2488,  Mercedes F1-team wil eind 2020 klimaatneutraal zijn  ,0.17504901960784314,Positive,Mercedes,,
2489,"  Coronel: ""Denk dat DAS-systeem Mercedes alsnog wordt verboden""  ",0.22254901960784315,Positive,Mercedes,,
2490,  Inreisverbod Bahrein: reizigers niet welkom vanuit Italië  ,0.009210526315789476,Neutral,,,
2491,  Dronebeelden tonen stratencircuit Hanoi in afrondingsfase  ,0.09696969696969698,Neutral,,,
2492,  Sainz: “Racing Point heeft ware potentieel nog niet getoond”  ,0.04801282051282052,Neutral,Sainz,Racing Point,
2493,  Norris: McLaren MCL35 'minder op het randje' dan voorganger  ,0.290382882882883,Positive,Norris,McLaren,
2494,"  Coronel: ""Schikking bewijst dat Ferrari fout zat met 2019-motor""  ",0.11979885057471264,Neutral,Ferrari,,
2495,  Formule 1-teams toch niet via strand naar Zandvoort  ,0.13125,Neutral,,,
2496,  Doe mee met het Formule 1 Jaarspel 2020!  ,0.3501960784313726,Positive,,,
2497,"  ""Mercedes meer op het gemak dan Ferrari"", oordeelt Vettel  ",0.22730769230769232,Positive,Vettel,Mercedes,Ferrari
2498,  Mercedes niet zeker dat DAS-systeem gebruikt zal worden  ,0.2638888888888889,Positive,Mercedes,,
2499,  5 creatieve manieren hoe de F1 het coronavirus kan omzeilen  ,0.06877192982456141,Neutral,,,
2500,"  Ricciardo: ""Snelle tijd op zachte band is positief""  ",0.17469696969696968,Positive,Ricciardo,,
2501,  Russell: “Williams nog steeds het langzaamste team”  ,0.18987654320987654,Positive,Russell,Williams,
2502,"  Marko na wintertests: ""Weer een stap dichter bij ons doel""  ",0.11706349206349206,Neutral,,,
2503,  Analyse: Red Bull en Mercedes kunnen met vertrouwen naar Melbourne  ,0.17868840579710144,Positive,Red Bull,Mercedes,
2504,  Overzicht: De gecombineerde tijdenlijst van de F1-wintertests  ,0.33749999999999997,Positive,,,
2505,  Hamilton: Mercedes werkt aan oplossing voor motorproblemen  ,0.17142857142857143,Positive,Hamilton,Mercedes,
2506,  Dit schreven internationale media over de F1-wintertests  ,0.24492424242424254,Positive,,,
2507,  Pirelli stuurt engineers naar Zandvoort om asfalt te bekijken  ,0.17732269503546094,Positive,,,
2508,  AlphaTauri werkte testweken 'probleemloos' af met één Honda-motor  ,0.20216049382716048,Positive,AlphaTauri,,
2509,  Ferrari wil 'garanties' over coronavirus voor reis naar Australië  ,-0.0107843137254902,Negative,Ferrari,,
2510,"  Hamilton kritisch op Pirelli: ""We hebben betere banden nodig""  ",0.24469696969696966,Positive,Hamilton,,
2511,"  Verstappen over concurrentie: ""Niets zorgwekkends gezien""  ",0.26204933954933957,Positive,Verstappen,,
2512,  Testupdate 18u: Uitslag van de laatste testdag  ,0.0,Neutral,,,
2513,"  Bottas topt afsluitende testdag in Barcelona, Verstappen tweede  ",0.15629166666666666,Positive,Verstappen,Bottas,
2514,"  Testupdate 17u: Bottas aan kop, Verstappen klokt vierde tijd  ",0.15,Positive,Verstappen,Bottas,
2515,  Hamilton ziet 'genoeg problemen' voor Mercedes  ,0.3752500000000001,Positive,Hamilton,Mercedes,
2516,  Dutch GP monitort situatie coronavirus met RIVM en F1-organisatie  ,0.15684210526315792,Positive,,,
2517,  Testupdate 16u: Verstappen weer buiten na remproblemen  ,0.07500000000000001,Neutral,Verstappen,,
2518,  Horner verbindt geen conclusies aan motorproblemen Mercedes  ,0.14493589743589746,Neutral,Mercedes,,
2519,  Testupdate 15u: Leclerc bezig met indrukwekkende racesim  ,-0.042499999999999996,Negative,Leclerc,,
2520,  Ricciardo leidt de dans op ochtend laatste testdag Barcelona  ,0.09473015873015878,Neutral,Ricciardo,,
2521,"  Testupdate 12u: Ferrari neemt de kop over, Mercedes stoïcijns  ",0.12947916666666667,Neutral,Mercedes,Ferrari,
2522,"  Testupdate 11u: McLaren versnelt, Raikkonen spint  ",-0.033194444444444436,Negative,Raikkonen,McLaren,
2523,"  Testupdate 10u: Sainz zet McLaren bovenaan, Hamilton productief  ",0.09375,Neutral,Hamilton,Sainz,McLaren
2524,  Bottas: Teams spelen spelletjes tijdens test  ,0.09209090909090913,Neutral,Bottas,,
2525,  Live: Alle actie tijdens de wintertest in Barcelona  ,0.10029761904761902,Neutral,,,
2526,  Overzicht: Deze coureurs komen de laatste F1-testdag in actie  ,0.035555555555555556,Neutral,,,
2527,  Vettel legt vinger op zere plek: “Auto is te draggy”  ,0.325925925925926,Positive,Vettel,,
2528,  Tech: Het nieuwe aeropakket van Red Bull geanalyseerd  ,0.09567901234567898,Neutral,Red Bull,,
2529,  Albon klaagt over wind tijdens voorlaatste testdag Barcelona  ,0.15382716049382716,Positive,Albon,,
2530,"  Vettel snelste op voorlaatste dag, motorprobleem Hamilton  ",0.04348484848484849,Neutral,Hamilton,Vettel,
2531,  Testupdate 18u: Uitslag van de vijfde testdag  ,-0.04999999999999999,Negative,,,
2532,  Testupdate 17u: Vettel nog altijd aan kop  ,0.0,Neutral,Vettel,,
2533,  Verstappen over gevolgen coronavirus: “We zijn voorbereid”  ,0.18611111111111112,Positive,Verstappen,,
2534,  Testupdate 16u: Hamilton valt stil met technisch probleem  ,0.025000000000000022,Neutral,Hamilton,,
2535,  Testupdate 15u: Teams bezigen raceruns op voorlaatste middag  ,0.0,Neutral,,,
2536,  Verstappen over spin in grindbak: “Raakte een natte plek”  ,0.2025396825396826,Positive,Verstappen,,
2537,"  Verstappen zorgt voor code rood, Vettel snelste in ochtendsessie  ",0.029597701149425282,Neutral,Verstappen,Vettel,
2538,  Testupdate 13u: Uitslag van de ochtendsessie  ,0.10625000000000001,Neutral,,,
2539,  Testupdate 12u: Verstappen spint en veroorzaakt rode vlag  ,0.0028571428571428636,Neutral,Verstappen,,
2540,  Testupdate 11u: Verstappen test nieuw bargeboard  ,0.18041666666666661,Positive,Verstappen,,
2541,  Testupdate 10u: Vochtig begin van de dag  ,0.1,Neutral,,,
2542,  In beeld: De voltooide Hugenholtzbocht op Circuit Zandvoort  ,0.15299999999999997,Positive,,,
2543,  LIVE: De vijfde Formule 1-testdag in Barcelona  ,0.1104,Neutral,,,
2544,  Renault: 'Roze Mercedes' past bij zorgwekkende ontwikkeling in F1  ,0.2498550724637681,Positive,Mercedes,Renault,
2545,  Overzicht: Deze coureurs komen vandaag in actie op Barcelona  ,0.019047619047619046,Neutral,,,
2546,  F1: GP van Vietnam gaat voorlopig gewoon door  ,0.08663580246913581,Neutral,,,
2547,  Kubica na snelste dagtijd: “Er zit nog meer aan te komen”  ,0.17302083333333337,Positive,,,
2548,"  Ferrari: ""Opmerking van Mercedes over onze motorstand klopt niet""  ",0.17800000000000002,Positive,Mercedes,Ferrari,
2549,  Geen zorgen bij Verstappen ondanks tijdverlies op woensdag  ,0.17898550724637682,Positive,Verstappen,,
2550,  Testupdate 18u: Uitslag van de vierde testdag  ,-0.04999999999999999,Negative,,,
2551,"  Kubica opent tweede testweek als snelste, tweede tijd Verstappen  ",0.11916666666666664,Neutral,Verstappen,,
2552,"  Ferrari overwoog DAS al eerder: ""Maar twijfelden over legaliteit""  ",0.03901515151515151,Neutral,Ferrari,,
2553,  Testupdate 17u: Relatieve rust in Barcelona  ,-0.016666666666666663,Negative,,,
2554,  Testupdate 16u: Topteams doen raceruns  ,0.0142857142857143,Neutral,,,
2555,"  Ricciardo niet bezig met Ferrari-geruchten: ""Focus op Renault""  ",0.25880000000000003,Positive,Ricciardo,Ferrari,Renault
2556,  Renault: F1 moet innovaties als DAS niet verbieden  ,0.15222222222222226,Positive,Renault,,
2557,  Testupdate 15u: Verstappen schiet in gang  ,0.06166666666666667,Neutral,Verstappen,,
2558,  Albon bevestigt probleem met ophanging bij start tweede testweek  ,0.12380952380952381,Neutral,Albon,,
2559,  VIDEO: De nieuwe voorwielophanging van Red Bull geanalyseerd  ,-0.3,Negative,Red Bull,,
2560,"  Kubica snelste bij aanvang tweede test, Red Bull lang in de pits  ",0.14095238095238097,Neutral,Red Bull,,
2561,  Testupdate 13u: Uitslag van de ochtendsessie  ,0.060606060606060635,Neutral,,,
2562,"  Testupdate 12u: Twee rode vlaggen, Red Bull weer in actie  ",0.02708333333333334,Neutral,Red Bull,,
2563,  Red Bull Racing ontkent problemen tijdens testdag Barcelona  ,-0.015384615384615382,Negative,Red Bull,,
2564,  Testupdate 11u: Stilte bij Red Bull  ,0.11250000000000002,Neutral,Red Bull,,
2565,  Testupdate 10u: Trage start van tweede testweek  ,0.10416666666666667,Neutral,,,
2566,  Lees terug: De vierde Formule 1-testdag in Barcelona  ,0.19930555555555554,Positive,,,
2567,  Overzicht: Deze coureurs komen woensdag in actie op Barcelona  ,0.11666666666666665,Neutral,,,
2568,  In beeld: De Formule 1-grid 2020  ,0.0,Neutral,,,
2569,  Ecclestone: “Nooit gedacht dat Zandvoort zou terugkeren”  ,0.2515476190476191,Positive,,,
2570,  Tech: De veranderingen aan de Mercedes W11 om DAS in te passen  ,0.0035555555555555657,Neutral,Mercedes,,
2571,"  Albon: ""Hadden DAS-systeem mogelijk ook zonder F1 TV ontdekt""  ",0.06309523809523811,Neutral,Albon,,
2572,  Verstappen en Albon delen RB16 iedere dag tijdens tweede testweek  ,0.09696969696969694,Neutral,Verstappen,Albon,
2573,  Preview: Wat kunnen we verwachten van de tweede F1-testweek?  ,0.07457671957671959,Neutral,,,
2574,"  Horner: ""Focus van Newey ligt nu al grotendeels op de RB17""  ",0.129,Neutral,,,
2575,"  Prost: ""Planning Renault voor lange termijn moet realistischer""  ",0.17575268817204304,Positive,Renault,,
2576,  Teams vragen FIA beter te letten op illegale informatie-overdracht  ,0.11263888888888889,Neutral,,,
2577,  Latifi: “Nog niet alle problemen van vorig jaar opgelost”  ,0.12495495495495494,Neutral,Latifi,,
2578,  Overzicht: Wie rijdt wanneer tijdens de tweede Formule 1-test  ,0.0,Neutral,,,
2579,  Russell weet het zeker: “Niet zo langzaam als vorig jaar”  ,0.08425925925925928,Neutral,Russell,,
2580,"  Williams: ""Zien langzaam effect van interne veranderingen""  ",0.16885658914728685,Positive,Williams,,
2581,  Interview: Honda in gesprek met Red Bull over nieuw F1-contract  ,0.20163580246913573,Positive,Red Bull,,
2582,  Recordseizoen aanstaande: De snelste Formule 1 ooit?  ,0.3060810810810812,Positive,,,
2583,  Rivalen tasten in het duister rond DAS-systeem Mercedes  ,0.24642857142857144,Positive,Mercedes,,
2584,  Grosjean ‘weet niet zeker’ of F1 wel een sport is  ,0.26285714285714284,Positive,Grosjean,,
2585,  Doornbos optimistisch: Beter begin kan Red Bull zich niet wensen  ,0.24072327044025157,Positive,Red Bull,,
2586,  Horner ziet geen kwade opzet in kopieergedrag Racing Point  ,0.21749206349206343,Positive,Racing Point,,
2587,  Ook Mercedes kampte in Barcelona met motorproblemen  ,0.1335,Neutral,Mercedes,,
2588,  Tech: Red Bull kiest nieuwe route met innovatieve ophanging  ,0.12166666666666666,Neutral,Red Bull,,
2589,  Verstappen denkt dat inhalen dit jaar nog lastiger gaat  ,0.11055555555555555,Neutral,Verstappen,,
2590,  Mercedes overtreedt mogelijk parc fermé-regels met DAS-systeem  ,0.1566666666666667,Positive,Mercedes,,
2591,"  Analyse eerste F1-testweek: Mercedes imponeert, Red Bull stoïcijns  ",0.16752873563218393,Positive,Red Bull,Mercedes,
2592,"  Ferrari wil duidelijkheid over DAS, gaat niet tegen FIA in  ",0.1702536231884058,Positive,Ferrari,,
2593,  Verstappen maakt zich nog geen zorgen over Mercedes en DAS  ,0.14403508771929824,Neutral,Verstappen,Mercedes,
2594,  Overzicht: Verstappen na Hamilton meest productief tijdens test  ,0.4444444444444445,Positive,Hamilton,Verstappen,
2595,  Testupdate 18u: Uitslag van de derde testdag  ,0.4666666666666667,Positive,,,
2596,"  Mercedes sluit sterke testweek in stijl af, Verstappen tevreden  ",0.17978632478632478,Positive,Verstappen,Mercedes,
2597,"  Testupdate 17u: Ricciardo valt stil, Hamilton valt aan  ",0.11666666666666665,Neutral,Hamilton,Ricciardo,
2598,  FIA: “Geen twijfel mogelijk over veiligheid DAS”  ,0.19566666666666663,Positive,,,
2599,  Verstappen: Circuit Zandvoort zal 'fantastisch' zijn met 2020-auto  ,0.18919117647058828,Positive,Verstappen,,
2600,"  Testupdate 16u: Teams doen racesims, Haas staakt programma  ",0.09166666666666667,Neutral,Haas,,
2601,  Binotto erkent: “Ferrari niet zo snel als Mercedes en Red Bull”  ,0.17173076923076921,Positive,Red Bull,Mercedes,Ferrari
2602,"  Testupdate 15u: Crash voor Magnussen, Vettel terug in actie  ",0.020625000000000025,Neutral,Vettel,Magnussen,
2603,  Verstappen: Technische tegenslag heeft ons niets gekost  ,0.18611111111111112,Positive,Verstappen,,
2604,  Testupdate 13u: Verstappen sluit testweek af met 254 ronden  ,0.05128205128205129,Neutral,Verstappen,,
2605,"  Mercedes toont spierballen, malheur bij Red Bull en Ferrari  ",0.19946666666666668,Positive,Red Bull,Mercedes,Ferrari
2606,  Racing Point slaat terug: “Wij zijn niet zoals Haas”  ,0.14962962962962964,Neutral,Haas,Racing Point,
2607,  Testupdate 12u: Verstappen weer in actie  ,0.022727272727272728,Neutral,Verstappen,,
2608,  Foto's: Het circuit an sich is klaar voor Formule 1 in Zandvoort  ,0.21060606060606063,Positive,,,
2609,  Stats: De verreden kilometers per team na twee testdagen  ,0.04699999999999999,Neutral,,,
2610,"  Testupdate 11u: Vettel valt stil, Verstappen heeft problemen  ",0.02333333333333334,Neutral,Verstappen,Vettel,
2611,  DAS-systeem Mercedes in 2021 alweer verboden  ,0.13916666666666666,Neutral,Mercedes,,
2612,  Testupdate 10u: Bottas voor Verstappen na het eerste uur  ,0.17694444444444446,Positive,Verstappen,Bottas,
2613,  Racing Point neemt ‘groot risico’ met aero-kopie Mercedes  ,0.20220238095238102,Positive,Mercedes,Racing Point,
2614,  Lees terug: Alle actie van de slotdag van de eerste F1-test  ,0.22254901960784312,Positive,,,
2615,  Ricciardo: “Testen voelt dit jaar een stuk normaler”  ,0.2674074074074075,Positive,Ricciardo,,
2616,  Overzicht: Deze coureurs komen op de derde F1-testdag in actie  ,0.10151515151515154,Neutral,,,
2617,  Perez zeer te spreken over zijn ‘roze Mercedes’  ,0.22954545454545452,Positive,Perez,Mercedes,
2618,"  Albon na vuurdoop RB16: ""Wagen voelt beter aan""  ",0.2491954022988505,Positive,Albon,,
2619,  Waarom het Mercedes DAS-systeem volgens de FIA legaal is  ,0.06805555555555555,Neutral,Mercedes,,
2620,  Interview: Honda is klaar voor titelstrijd met Red Bull in 2020  ,0.1688562091503269,Positive,Red Bull,,
2621,"  Raikkonen noteert toptijd op tweede dag, Mercedes zorgt voor reuring  ",0.21718750000000003,Positive,Raikkonen,Mercedes,
2622,"  Testupdate 18u: Raikkonen topt en ziet rood, problemen Bottas  ",0.147125,Neutral,Bottas,Raikkonen,
2623,  Marko stelt dat DAS-systeem Mercedes illegaal is  ,0.1545238095238095,Positive,Mercedes,,
2624,  Red Bull verwacht in 2020 zonder extra motorwissels af te kunnen  ,0.26218055555555553,Positive,Red Bull,,
2625,"  Testupdate 17u: Mercedes staat stil, Albon door 100 ronden  ",-0.0038461538461538455,Neutral,Albon,Mercedes,
2626,  VIDEO: Heeft Racing Point de Mercedes van 2019 gekopieerd?  ,0.3666666666666667,Positive,Mercedes,Racing Point,
2627,  Testupdate 16u: Vier coureurs in 'club van 100'  ,-0.0587037037037037,Negative,,,
2628,  Mercedes: 'Redelijk zeker' dat DAS-systeem legaal is  ,0.2489322916666667,Positive,Mercedes,,
2629,  Testupdate 15u: Middagsessie in volle gang  ,0.18333333333333332,Positive,,,
2630,  Zo werkt het controversiële stuursysteem van Mercedes  ,0.22500000000000003,Positive,Mercedes,,
2631,  Steiner: F1 mag geen risico's nemen met coronavirus  ,0.12293333333333335,Neutral,,,
2632,  Testupdate 13u: Perez aan kop tijdens de lunch  ,0.0142857142857143,Neutral,Perez,,
2633,"  Perez topt ochtendsessie in Barcelona, Mercedes baart opzien  ",0.24301075268817204,Positive,Perez,Mercedes,
2634,  Laatste laag asfalt Zandvoort gelegd: “Belangrijk vinkje gezet”  ,0.3075490196078432,Positive,,,
2635,"  Horner gelooft in titelstrijd: ""Maar Mercedes blijft de benchmark""  ",0.22780864197530873,Positive,Mercedes,,
2636,  Testupdate 12u: Albon maakt achterstand goed  ,0.040000000000000015,Neutral,Albon,,
2637,  Russell over nieuwe teamgenoot Latifi: “Wordt zwaar onderschat”  ,0.285,Positive,Russell,Latifi,
2638,  Testupdate 11u: Perez aan kop met Racing Point  ,-0.06666666666666665,Negative,Perez,Racing Point,
2639,  Vergelijking: Heeft Racing Point de Mercedes W10 gekopieerd?  ,0.14078431372549022,Neutral,Mercedes,Racing Point,
2640,  Testupdate 10u: Koele omstandigheden in Barcelona  ,0.12703703703703703,Neutral,,,
2641,  Live: Tweede testdag Formule 1 in Barcelona  ,0.09413513513513512,Neutral,,,
2642,"  Testprogramma McLaren ging voortvarend: ""Banden waren op""  ",0.35182291666666676,Positive,McLaren,,
2643,  Overzicht: Deze coureurs komen op de tweede F1-testdag in actie  ,0.10645833333333334,Neutral,,,
2644,"  Ferrari speelt verstoppertje: ""Hebben onze aanpak aangepast""  ",0.20298850574712637,Positive,Ferrari,,
2645,  Stem: Wat is de mooiste F1-bolide van 2020?  ,0.271875,Positive,,,
2646,"  Verstappen tevreden na eerste dag: ""Auto is beter dan vorig jaar""  ",0.2864351851851852,Positive,Verstappen,,
2647,"  Hamilton topt eerste testdag, hoopgevend begin voor Verstappen  ",0.18882978723404256,Positive,Hamilton,Verstappen,
2648,  Testupdate 18u: Uitslag van de eerste Formule 1-testdag  ,0.0,Neutral,,,
2649,  Testupdate 17u: Red Bull productiever dan laatste jaren  ,-0.075,Negative,Red Bull,,
2650,  Wintertest Barcelona: De laatste tech updates uit de pits  ,0.2376744186046513,Positive,,,
2651,  VIDEO: Verstappen spint aan begin middagsessie  ,-0.2875,Negative,Verstappen,,
2652,"  Testupdate 16u: Hamilton naar P1, Verstappen spint opnieuw  ",0.21666666666666667,Positive,Hamilton,Verstappen,
2653,  Testupdate 15u: Verstappen ondanks spin door 100 ronden-barrière  ,0.0011111111111111183,Neutral,Verstappen,,
2654,  Russell: “Nieuwe Williams voelt nu al veel beter dan 2019-auto”  ,0.29873563218390803,Positive,Russell,Williams,
2655,"  RTL Duitsland niet naar Vietnam, nog 'geen signalen' bij Ziggo  ",0.07185185185185186,Neutral,,,
2656,  Tussentijden dag 1 Formule 1-test Barcelona: 13.00u  ,-0.013888888888888881,Negative,,,
2657,"  Verstappen begint met derde tijd in Barcelona, Bottas snelste  ",0.11445121951219514,Neutral,Verstappen,Bottas,
2658,  Tussentijden dag 1 Formule 1-test Barcelona: 12.00u  ,0.2548717948717949,Positive,,,
2659,  Foto's: De eerste actiebeelden van Verstappen in Barcelona  ,-0.09375,Negative,Verstappen,,
2660,  Tussentijden dag 1 Formule 1-test Barcelona: 10.00u  ,0.0,Neutral,,,
2661,  Live: De eerste F1-testdag in Barcelona met Max Verstappen  ,0.11458333333333334,Neutral,Verstappen,,
2662,  Overzicht: Deze coureurs komen op de eerste F1-testdag in actie  ,0.18714285714285714,Positive,,,
2663,  China mogelijk als tweedaags GP-weekend tussen Brazilië en Abu Dhabi  ,0.022222222222222227,Neutral,,,
2664,  Marko verwacht betere kwalificaties in 2020 dankzij Honda  ,0.19476190476190477,Positive,,,
2665,  Button over relatie Hamilton en Mercedes: “Hebben elkaar nodig”  ,0.32965811965811975,Positive,Hamilton,Mercedes,
2666,  F1: Verbod op benzine- en dieselauto's in 2035 onbehouwen plan  ,0.1719191919191919,Positive,,,
2667,"  VIDEO: Verstappen test Aston Martin Valkyrie: ""Geschifte wagen""  ",0.40061781609195407,Positive,Verstappen,,
2668,"  Perez optimistisch over toekomst Racing Point: ""Hebben nu focus""  ",0.15560606060606064,Positive,Perez,Racing Point,
2669,  Imola erkent: “GP van China vervangen is mission impossible”  ,0.11358024691358025,Neutral,,,
2670,  Mateschitz maakt zich geen zorgen over toekomst Oostenrijkse GP  ,0.09875,Neutral,,,
2671,  Mercedes focust op betere koeling van motor in W11  ,0.04230769230769231,Neutral,Mercedes,,
2672,  Overzicht: Wie rijdt wanneer tijdens de eerste Formule 1-test  ,0.0,Neutral,,,
2673,  Overzicht: Dit zijn de Formule 1-bolides voor het seizoen 2020  ,0.33888888888888885,Positive,,,
2674,  Racing Point presenteert nieuwe livery en titelsponsor voor 2020  ,0.12552631578947368,Neutral,Racing Point,,
2675,"  Wolff blijft Verstappen volgen: ""Contracten zijn heel complex""  ",0.2525833333333333,Positive,Verstappen,,
2676,  Williams houdt met FW43 vast aan concept van 2019-auto  ,0.17773809523809528,Positive,Williams,,
2677,  Haas voor het eerst in actie met 2020-auto tijdens filmdag  ,0.1282051282051282,Neutral,Haas,,
2678,  Ocon werkt eerste meters af met 2020-auto Renault  ,0.032870370370370376,Neutral,Ocon,Renault,
2679,  Williams strijdvaardig: “2020 wordt het jaar van vooruitgang”  ,0.17803030303030304,Positive,Williams,,
2680,  Williams showt F1-auto voor 2020 met nieuwe livery  ,-0.03452380952380952,Negative,Williams,,
2681,"  Gasly: ""Zal aanpak niet veranderen tijdens wintertest""  ",0.11364583333333336,Neutral,Gasly,,
2682,  Waarom de F1-wintertests in Barcelona zo belangrijk zijn  ,0.21957386363636366,Positive,,,
2683,  Analyse: De stappen die Honda moet zetten voor een titelstrijd  ,0.12970037453183517,Neutral,,,
2684,  Sainz: Geen haast met bespreken van contractverlenging  ,0.2761666666666666,Positive,Sainz,,
