Index,Title,Sentiment,Class,Entity1,Entity2,Entity3,Germany
771,"  Racing Point: ""Hebben ons aan coronaregels gehouden met Stroll""  ",0.09305555555555557,Neutral,Stroll,Racing Point,,Netherlands
772,  Horner: “Niet eerder iemand zo hongerig als Verstappen gezien”  ,0.2517063492063492,Positive,Verstappen,,,Netherlands
773,  Herstelde Stroll testte na GP Eifel positief op corona  ,0.16822916666666665,Positive,Stroll,,,Netherlands
774,  Mercedes niet van plan F1-team om te dopen tot AMG  ,0.14166666666666666,Neutral,Mercedes,,,Netherlands
775,"  Verstappen kijkt uit naar Portimao: ""Geweldige baan""  ",0.2784126984126984,Positive,Verstappen,,,Netherlands
776,  Wolff: F1 vertelde verhaal hybride motoren niet goed genoeg  ,0.19916666666666671,Positive,,,,Netherlands
777,  Preview GP van Portugal: Trekt Red Bull de stijgende lijn door?  ,0.22375000000000003,Positive,Red Bull,,,Netherlands
778,"  Pirelli levert teams meer harde, minder zachte banden in Portugal  ",0.2382666666666667,Positive,,,,Netherlands
779,  Hoe ziet de Formule 1-rijdersmarkt voor 2021 er precies uit?  ,0.17950785024154586,Positive,,,,Netherlands
780,  Russell vreest problemen met 'track limits' tijdens Portugese GP  ,0.22983333333333336,Positive,Russell,,,Netherlands
781,"  Haug: ""Schumacher niet aan de kant geschoven door Mercedes""  ",0.2459876543209876,Positive,Mercedes,,,Netherlands
782,  Formule 1 tijdschema: Hoe laat begint de Grand Prix van Portugal?  ,0.20283950617283947,Positive,,,,Netherlands
783,"  Marko: ""Gaf Vettel het advies om een jaar pauze van F1 te nemen""  ",0.1815873015873016,Positive,Vettel,,,Netherlands
784,  Wolff legt uit waarom Mercedes geen motoren aan Red Bull levert  ,0.10241935483870969,Neutral,Red Bull,Mercedes,,Netherlands
785,"  Racing Point: ""Verbeteringen aan auto dankzij Hülkenberg""  ",0.23541666666666664,Positive,Racing Point,,,Netherlands
786,  Eerste F1 Grand Prix van Vietnam officieel geschrapt  ,0.038333333333333344,Neutral,,,,Netherlands
787,"  Mercedes maakt zich ietwat ongerust: ""Bulls komen dichterbij""  ",0.030972222222222245,Neutral,Mercedes,,,Netherlands
788,  Ferrari plant introductie nieuwe upgrades bij Portugese GP  ,0.16394444444444442,Positive,Ferrari,,,Netherlands
789,"  Welke Grands Prix won Hamilton, en op welke circuits?  ",0.24989898989898993,Positive,Hamilton,,,Netherlands
790,  Kvyat kritisch op strafpuntensysteem en pleit voor verandering  ,-0.016410256410256414,Negative,Kvyat,,,Netherlands
791,  Wolff geeft toe: Doorontwikkeling W11 ‘lang geleden’ al gestopt  ,0.16399999999999998,Positive,,,,Netherlands
792,  F1-bandentest Portimao laatste kans Pirelli voor 2021  ,0.12278846153846154,Neutral,,,,Netherlands
793,"  Verstappen looft Hamilton: ""Schumacher-record leek onhaalbaar""  ",0.23052631578947358,Positive,Hamilton,Verstappen,,Netherlands
794,"  Carey over sportieve wijzigingen: ""F1 niet in keurslijf dwingen""  ",0.16304347826086957,Positive,,,,Netherlands
795,  Steiner: Prestatie Grosjean in de Eifel verandert niets voor 2021  ,0.16309178743961353,Positive,Grosjean,,,Netherlands
796,  Mercedes: Geen zorgen over veiligheid stuur Hamilton bij Eifel GP  ,0.011754385964912278,Neutral,Hamilton,Mercedes,,Netherlands
797,  Nürburgring wil met eigen voorwaarden vaste plek op F1-kalender  ,0.06708333333333333,Neutral,,,,Netherlands
798,  AlphaTauri geeft Tsunoda in november eerste F1-test op Imola  ,0.1652777777777778,Positive,AlphaTauri,,,Netherlands
799,"  Marko gelooft wel in titelstrijd 2021: ""Ziet er ditmaal beter uit""  ",0.20016483516483516,Positive,,,,Netherlands
800,  Hielp DAS Mercedes op Nürburgring? 'Was geen wondermiddel'  ,0.21613756613756613,Positive,Mercedes,,,Netherlands
801,  Brundle: “Verstappen heeft vertrouwen Albon gebroken”  ,0.052569444444444446,Neutral,Verstappen,Albon,,Netherlands
802,  Hakkinen over succes Hamilton: “Blijven winnen is niet makkelijk”  ,0.402528735632184,Positive,Hamilton,,,Netherlands
803,  Vettel: Schumacher blijft ondanks records Hamilton de beste ooit  ,0.1600833333333333,Positive,Hamilton,Vettel,,Netherlands
804,  Renault bevestigt filmdag in Barcelona met Alonso in de auto  ,0.17833333333333334,Positive,Renault,,,Netherlands
805,  Brawn hoopt Honda met nieuw reglement terug te lokken naar F1  ,0.25555555555555554,Positive,,,,Netherlands
806,  Analyse: Winnaars en verliezers van de Grand Prix van de Eifel  ,0.20534210526315785,Positive,,,,Netherlands
807,  Masi verklaart lange safety car-fase na uitvalbeurt Norris  ,0.09958333333333332,Neutral,Norris,,,Netherlands
808,  Marko: Hülkenberg reed op Nürburgring bijna voor Red Bull  ,0.115,Neutral,Red Bull,,,Netherlands
809,  Sainz: Kans op podium misgelopen door nieuwe aeropakket  ,0.3006349206349206,Positive,Sainz,,,Netherlands
810,"  Marko: ""Red Bull wil zelf met Honda-project door vanaf 2022""  ",0.14621951219512194,Neutral,Red Bull,,,Netherlands
811,  Internationale media over Hamilton en Verstappen op Nürburgring  ,0.22641666666666668,Positive,Hamilton,Verstappen,,Netherlands
812,  Tech: De updates die Red Bull dichter bij Mercedes brachten  ,0.2323529411764706,Positive,Red Bull,Mercedes,,Netherlands
813,  Steiner geeft toe: Mazepin staat op shortlist Haas voor 2021  ,0.19324561403508772,Positive,Haas,,,Netherlands
814,"  Albon treurt na miserabele GP van de Eifel, Horner verklaart DNF  ",0.07043803418803418,Neutral,Albon,,,Netherlands
815,"  Hülkenberg maakt indruk: “Alles ging goed, behalve de start”  ",0.19376190476190477,Positive,,,,Netherlands
816,"  Wolff vol lof voor recordjager Hamilton, excuses voor Bottas  ",0.24904761904761902,Positive,Hamilton,Bottas,,Netherlands
817,"  Verstappen voelt progressie Red Bull: ""Auto beter na upgrades""  ",0.23684313725490197,Positive,Verstappen,Red Bull,,Netherlands
818,"  Ricciardo jubelt na podium: “Het gaat echt gebeuren, die tattoo”  ",0.2463492063492064,Positive,Ricciardo,,,Netherlands
819,  WK-stand na de Formule 1 Grand Prix van de Eifel 2020  ,0.0,Neutral,,,,Netherlands
820,  VIDEO: Vereerde Hamilton krijgt helm Schumacher na evenaring record  ,0.26963963963963955,Positive,Hamilton,,,Netherlands
821,"  Verstappen niet te spreken over safety car: ""Maar wel blij met P2""  ",0.1666666666666667,Positive,Verstappen,,,Netherlands
822,  Volledige uitslag F1 Grand Prix van de Eifel  ,0.0,Neutral,,,,Netherlands
823,"  Hamilton evenaart zegerecord Schumacher, Verstappen tweede  ",0.14175,Neutral,Hamilton,Verstappen,,Netherlands
824,"  Marko: ""Red Bull heeft drie opties om vertrek Honda op te vangen""  ",0.18166666666666664,Positive,Red Bull,,,Netherlands
825,  Ferrari op het juiste pad na ‘dieptepunt’ te hebben bereikt  ,0.22677083333333334,Positive,Ferrari,,,Netherlands
826,  Pirelli verwacht tweestopper voor Grand Prix van de Eifel  ,0.23072916666666668,Positive,,,,Netherlands
827,  Overzicht van alle Grand Prix-winnaars op de Nürburgring  ,0.0,Neutral,,,,Netherlands
828,  Mercedes: Op mediums starten in Eifel GP ‘een grote gok’  ,0.2102500000000001,Positive,Mercedes,,,Netherlands
829,  McLaren: Moesten in Eifel GP wel verder met nieuw aeropakket  ,0.1685919540229885,Positive,McLaren,,,Netherlands
830,"  Hamilton houdt slag om de arm: ""Red Bull stuk sneller na upgrade""  ",0.13546666666666668,Neutral,Hamilton,Red Bull,,Netherlands
831,"  Szafnauer: ""Namen geen enkel risico met zieke Stroll""  ",0.042543859649122814,Neutral,Stroll,,,Netherlands
832,  Vraagtekens bij Sainz en McLaren: Updates Eifel missen effect  ,0.17660919540229886,Positive,Sainz,McLaren,,Netherlands
833,  Kwalificatieduels F1: De stand na de Grand Prix van Eifel  ,0.275,Positive,,,,Netherlands
834,"  Albon: ""Upgrade brengt Red Bull veel dichter bij Mercedes""  ",0.2607183908045977,Positive,Albon,Red Bull,Mercedes,Netherlands
835,  Leclerc ‘verrast’ door P4 in koude kwalificatie op Nürburgring  ,0.1076543209876543,Neutral,Leclerc,,,Netherlands
836,  Verstappen en Hamilton: Minder trainingstijd interessant voor F1  ,0.11414141414141415,Neutral,Hamilton,Verstappen,,Netherlands
837,"  Hamilton vreest bandenslijtage in Eifel GP, Bottas viert pole  ",0.13370967741935483,Neutral,Hamilton,Bottas,,Netherlands
838,"  Hülkenberg: Nieuwe terugkeer ‘wilder, gekker’ dan op Silverstone  ",0.16059782608695652,Positive,,,,Netherlands
839,"  Verstappen: ""Beetje teleurgesteld, maar we komen dichterbij""  ",0.27741071428571434,Positive,Verstappen,,,Netherlands
840,  Volledige uitslag kwalificatie F1 Grand Prix van de Eifel  ,0.0,Neutral,,,,Netherlands
841,  Bottas klopt Hamilton en Verstappen voor pole Eifel GP  ,0.11243589743589744,Neutral,Hamilton,Verstappen,Bottas,Netherlands
842,  Hülkenberg vervangt Stroll tijdens F1-weekend op de Nürburgring  ,0.1208974358974359,Neutral,Stroll,,,Netherlands
843,  Volledige uitslag derde training F1 Grand Prix van de Eifel  ,0.0,Neutral,,,,Netherlands
844,  Bottas snelste in enige training voor de Grand Prix van de Eifel  ,0.19811111111111113,Positive,Bottas,,,Netherlands
845,"  Zieke Stroll mist derde training Eifel GP, Hülkenberg aanwezig  ",0.18611111111111114,Positive,Stroll,,,Netherlands
846,  Update: FIA bevestigt evacuatieplan voor de Eifel Grand Prix  ,0.0346376811594203,Neutral,,,,Netherlands
847,  Analyse: Kan Red Bull zelf verder met Honda-project na 2021?  ,0.12480468749999998,Neutral,Red Bull,,,Netherlands
848,  Overzicht van alle polesitters op de Nürburgring  ,0.0,Neutral,,,,Netherlands
849,"  Horner vreest niet voor vertrek Verstappen: ""Gelooft in Red Bull""  ",0.13441666666666668,Neutral,Verstappen,Red Bull,,Netherlands
850,"  Formule 1 Grand Prix van de Eifel – Starttijd, welke zender en meer  ",0.14961240310077517,Neutral,,,,Netherlands
851,  FIA werkt aan back-up plan om bij mist toch te racen in Eifel  ,0.0303921568627451,Neutral,,,,Netherlands
852,"  Verstappen na verloren dag: ""Kan weekend interessanter maken""  ",0.14293859649122811,Neutral,Verstappen,,,Netherlands
853,"  F1-debuut Mick Schumacher de mist in, puzzelen voor herkansing  ",0.22614583333333335,Positive,,,,Netherlands
854,  Mist spelbreker tijdens eerste dag Grand Prix van de Eifel  ,-0.0214516129032258,Negative,,,,Netherlands
855,  Seidl: Motorreglementen 2026 de sleutel voor toekomst F1  ,0.158125,Positive,,,,Netherlands
856,  Wolff gooit deur dicht: Geen Mercedes-motoren voor Red Bull  ,0.13493333333333332,Neutral,Red Bull,Mercedes,,Netherlands
857,  Nieuwe positieve coronatest bij Mercedes F1-team  ,0.13571428571428573,Neutral,Mercedes,,,Netherlands
858,  Streep door eerste training Eifel GP wegens slecht weer  ,0.10588235294117644,Neutral,,,,Netherlands
859,  Nog geen actie in eerste training Eifel GP vanwege dichte mist  ,0.048809523809523817,Neutral,,,,Netherlands
860,  Ferrari-coureurs loven Mick Schumacher voorafgaand aan F1-debuut  ,0.23525641025641025,Positive,Ferrari,,,Netherlands
861,  Verstappen onbezorgd over motorsituatie: “Red Bull is flexibel”  ,0.1987425595238095,Positive,Verstappen,Red Bull,,Netherlands
862,"  Kwalificatie F1 Grand Prix van de Eifel – Starttijd, welke zender en meer  ",0.1670454545454545,Positive,,,,Netherlands
863,  Verstappen en F1-collega's veroordelen wangedrag karter Corberi  ,0.0475,Neutral,Verstappen,,,Netherlands
864,"  Ricciardo: ""Red Bull en Renault kunnen nog wel goed samenwerken""  ",0.1996527777777778,Positive,Ricciardo,Red Bull,Renault,Netherlands
865,"  Verstappen: ""Voelde F1-vertrek van Honda al langer aankomen""  ",0.1905589430894309,Positive,Verstappen,,,Netherlands
866,"  Gasly baalt enorm van Honda-vertrek: ""Gaat juist de goede kant op""  ",0.31851851851851865,Positive,Gasly,,,Netherlands
867,  Liefhebbers opgelet: Voorvleugel van Verstappens RB15 te koop (1:12)  ,0.33979166666666666,Positive,Verstappen,,,Netherlands
868,  Renault: Deal met Red Bull heeft geen impact op strategie Alpine  ,0.17499999999999996,Positive,Red Bull,Renault,,Netherlands
869,  Albon ziet vooral voordelen aan Verstappen als teamgenoot  ,0.18934782608695655,Positive,Verstappen,Albon,,Netherlands
870,  Abiteboul: F1 faalde met beeldvorming huidig motorreglement  ,0.059482758620689656,Neutral,,,,Netherlands
871,  FIA heeft vertrouwen in coronaprotocol: “Kunnen nu altijd racen”  ,0.22176470588235292,Positive,,,,Netherlands
872,  Vettel: Had in tijd bij Ferrari ‘gevechten niet aan moeten gaan’  ,0.10871212121212123,Neutral,Vettel,Ferrari,,Netherlands
873,  Weerbericht F1 Grand Prix van de Eifel: Herfst op de Nürburgring  ,0.19250000000000006,Positive,,,,Netherlands
874,  Seidl: Problemen met windgevoeligheid MCL35 zijn ‘klote’  ,0.15819444444444444,Positive,,,,Netherlands
875,"  Jos Verstappen: ""Wordt tijd dat Red Bull kampioensauto bouwt""  ",0.11842105263157894,Neutral,Verstappen,Red Bull,,Netherlands
876,  AlphaTauri-coureurs teleurgesteld over vertrek Honda uit F1  ,0.2396153846153846,Positive,AlphaTauri,,,Netherlands
877,"  F1 gaat vol voor Braziliaanse GP in Rio, maar weerstand groeit  ",0.17552083333333335,Positive,,,,Netherlands
878,"  Mercedes bevestigt plannen met AMG, speculaties F1-vertrek van tafel  ",0.11963333333333334,Neutral,Mercedes,,,Netherlands
879,"  Verstappen: ""Jammer dat Honda vertrekt, zeker door goede relatie""  ",0.18133333333333335,Positive,Verstappen,,,Netherlands
880,"  F1 wordt snel “beter dan ooit”, zegt ex-Renault F1-topman Bob Bell  ",0.2202180685358257,Positive,Renault,,,Netherlands
881,  Ricciardo verwacht ‘onvoorspelbaar weekend’ op de Nürburgring  ,0.20621212121212118,Positive,Ricciardo,,,Netherlands
882,  Racing Point: Vettel kan motivatie en plezier hervinden in 2021  ,0.2545614035087719,Positive,Vettel,Racing Point,,Netherlands
883,  Albon kijkt naar Verstappen: “Heb ook dat vertrouwen nodig”  ,0.04956790123456792,Neutral,Verstappen,Albon,,Netherlands
884,  Preview GP van de Eifel: Wat staat F1 te wachten in Duits Siberië?  ,0.09194915254237289,Neutral,,,,Netherlands
885,  Honda bereid motorproject Red Bull te ondersteunen na 2021  ,0.0989236111111111,Neutral,Red Bull,,,Netherlands
886,  Analyse: Waarom het Honda-vertrek een 'eyeopener' voor F1 moet zijn  ,0.10725663716814163,Neutral,,,,Netherlands
887,  Ricciardo: Ondanks vorm Renault geen spijt van stap naar McLaren  ,0.1580555555555556,Positive,Ricciardo,McLaren,Renault,Netherlands
888,  Marko: Vervanging Albon bij Red Bull momenteel 'niet aan de orde'  ,0.16013333333333332,Positive,Albon,Red Bull,,Netherlands
889,  Grand Prix van Turkije wordt alsnog zonder publiek verreden  ,0.150375,Positive,,,,Netherlands
890,  Vettel staat open voor race voor F1-coureurs in dezelfde auto  ,0.17552380952380958,Positive,Vettel,,,Netherlands
891,  Interview: Sainz kan wel lachen om grappen over Ferrari-overstap  ,0.2360154320987655,Positive,Sainz,Ferrari,,Netherlands
892,  Formule 1 tijdschema: Hoe laat begint de Grand Prix van de Eifel?  ,0.2166666666666667,Positive,,,,Netherlands
893,"  Gasly: ""Anderen promoveerden met mindere uitslagen naar Red Bull""  ",0.28372023809523805,Positive,Gasly,Red Bull,,Netherlands
894,"  Doornbos: Albon moet zitje verdienen, Hülkenberg en Perez geen optie  ",0.21797872340425525,Positive,Perez,Albon,,Netherlands
895,  Haas blijft loyaal: “Zonder Ferrari waren we hier niet”  ,0.15433333333333335,Positive,Haas,Ferrari,,Netherlands
896,  Toename coronagevallen F1 niet gelinkt aan fans bij Russische GP  ,0.09681159420289855,Neutral,,,,Netherlands
897,  Analyse: Wat betekent het Honda-vertrek voor Red Bull en Verstappen?  ,0.12219047619047614,Neutral,Verstappen,Red Bull,,Netherlands
898,  Hoe corona voorbereiding teams op nieuwe circuits bemoeilijkt  ,0.052898550724637686,Neutral,,,,Netherlands
899,  Coronel: Red Bull moet met goed plan komen om Verstappen te behouden  ,0.27042857142857146,Positive,Verstappen,Red Bull,,Netherlands
900,"  Marko geeft niet op na Honda-besluit: ""Red Bull blijft in F1""  ",0.13925925925925928,Neutral,Red Bull,,,Netherlands
901,  Breaking: Honda verlaat Formule 1 en daarmee ook Red Bull na 2021  ,0.017101449275362324,Neutral,Red Bull,,,Netherlands
902,  Alfa Romeo jaagt op AlphaTauri maar ‘moet op ieder vlak verbeteren’  ,0.23759722222222224,Positive,AlphaTauri,Alfa Romeo,,Netherlands
903,  VIDEO: De ongemeen spannende strijd in het F1-middenveld  ,0.5,Positive,,,,Netherlands
904,  Promoted: De eerste F1-race op Imola sinds 2006: ben jij erbij?  ,0.3671296296296296,Positive,,,,Netherlands
905,"  Wolff: ""Duurde te lang voordat Bottas weer zegevierde""  ",0.4054838709677421,Positive,Bottas,,,Netherlands
906,  Alonso geeft 'geweldig talent' Schumacher voorkeur boven Hamilton  ,0.20536231884057968,Positive,Hamilton,,,Netherlands
907,  Perez: We boeken ‘progressie’ rond mijn F1-toekomst  ,0.18070175438596492,Positive,Perez,,,Netherlands
908,  Red Bull spendeerde minder geld door deal met Honda  ,0.0911111111111111,Neutral,Red Bull,,,Netherlands
909,  Ferrari-junioren genieten van ‘onvergetelijke’ F1-test op Fiorano  ,0.3049462365591397,Positive,Ferrari,,,Netherlands
910,"  Achterstand Red Bull en perspectief Verstappen, Doornbos analyseert  ",0.14605263157894738,Neutral,Verstappen,Red Bull,,Netherlands
911,  Renault zoekt balans tussen testplannen Alonso en jonge talenten  ,0.1558823529411765,Positive,Renault,,,Netherlands
912,  Ricciardo: Renault kan op alle soorten circuits competitief zijn  ,0.32459770114942527,Positive,Ricciardo,Renault,,Netherlands
913,  Russell looft Tecpro na enorme F2-crash in Sochi  ,0.30941666666666673,Positive,Russell,,,Netherlands
914,  Sainz: Hamilton ook ‘zonder cijfers’ een van beste coureurs ooit  ,0.4300268817204301,Positive,Hamilton,Sainz,,Netherlands
915,  McLaren: Amper gevolgen financiële problemen door sluiten fabrieken  ,0.09963768115942029,Neutral,McLaren,,,Netherlands
916,  Mercedes: Vroegere pitstop Hamilton door zorgen over banden  ,0.3091319444444445,Positive,Hamilton,Mercedes,,Netherlands
917,  Brawn over tweede bocht Sochi: “Kijken naar betere oplossing”  ,0.0980392156862745,Neutral,,,,Netherlands
918,  Mercedes ‘niet verrast’ dat proefstarts Hamilton straf opleverden  ,0.0938888888888889,Neutral,Hamilton,Mercedes,,Netherlands
919,  Abiteboul: Delen windtunnel voorkomt onafhankelijkheid F1-teams  ,0.18352941176470586,Positive,,,,Netherlands
920,"  Lay-out Sochi accentueerde problemen Albon, aldus Horner  ",0.10985507246376815,Neutral,Albon,,,Netherlands
921,  Masi over aantijgingen Hamilton: Stewards handelen rechtvaardig  ,-0.016851851851851844,Negative,Hamilton,,,Netherlands
922,  Ocon: Rusland ‘sterkste race’ sinds terugkeer in Formule 1  ,0.17487179487179488,Positive,Ocon,,,Netherlands
923,"  Honda in Sochi met vier auto's in de punten: ""Uitstekende dag""  ",0.5094444444444445,Positive,,,,Netherlands
924,  Analyse: Winnaars en verliezers van de Grand Prix van Rusland  ,0.17942567567567572,Positive,,,,Netherlands
925,  Honda-batterijen zetten Red Bull in Sochi op flinke achterstand  ,0.18695402298850577,Positive,Red Bull,,,Netherlands
926,  Wedstrijdleider Masi vindt strafpunten voor Hamilton 'ongepast'  ,0.0853448275862069,Neutral,Hamilton,,,Netherlands
927,  Coureurs willen dat ‘slechtste bocht’ van Sochi aangepast wordt  ,0.1003448275862069,Neutral,,,,Netherlands
928,  Hamilton: “FIA verandert regels om races spannend te houden”  ,-0.03383333333333332,Negative,Hamilton,,,Netherlands
929,  Internationale media over Verstappen en straf Hamilton in Rusland  ,0.15869565217391304,Positive,Hamilton,Verstappen,,Netherlands
930,  Stroll: “Belachelijk” dat Leclerc geen straf kreeg voor botsing  ,0.23297619047619042,Positive,Leclerc,Stroll,,Netherlands
931,  Meningsverschil Wolff en FIA over 'vergezochte' straffen Hamilton  ,0.020858585858585858,Neutral,Hamilton,,,Netherlands
932,"  Sainz: Bocht 2 van Sochi is gewoon slecht, maar dit was mijn fout  ",-0.044924242424242415,Negative,Sainz,,,Netherlands
933,  Stewards schelden strafpunten Hamilton weer kwijt in Rusland  ,0.06153846153846154,Neutral,Hamilton,,,Netherlands
934,  Horner looft Verstappen na beste Red Bull-resultaat in Rusland  ,0.21470588235294122,Positive,Verstappen,Red Bull,,Netherlands
935,"  Bottas: ""Critici van repliek gediend met radioboodschap""  ",0.15533333333333338,Positive,Bottas,,,Netherlands
936,"  Verstappen: ""Hamilton zwaar gestraft met extra punten op licentie""  ",0.050686274509803945,Neutral,Hamilton,Verstappen,,Netherlands
937,  WK-stand na de Formule 1 Grand Prix van Rusland 2020  ,0.0,Neutral,,,,Netherlands
938,  Hamilton: F1-stewards 'proberen me te stoppen' met straffen  ,0.0025641025641025697,Neutral,Hamilton,,,Netherlands
939,"  Verstappen tevreden: ""Blij met deze tweede plek na uitvalbeurten""  ",0.21170454545454545,Positive,Verstappen,,,Netherlands
940,"  Bottas wint in Rusland na tijdstraf Hamilton, Verstappen tweede  ",0.12886831275720168,Neutral,Hamilton,Verstappen,Bottas,Netherlands
941,  Volledige uitslag F1 Grand Prix van Rusland  ,0.0,Neutral,,,,Netherlands
942,  Hamilton dichtbij schorsing na bestraffing in F1 GP Rusland  ,-0.046190476190476185,Negative,Hamilton,,,Netherlands
943,  Wedstrijdleiding onderzoekt Hamilton na illegale proefstart  ,0.10277777777777779,Neutral,Hamilton,,,Netherlands
944,  FIA verbiedt dragen t-shirts met boodschappen tijdens podium  ,0.12447916666666668,Neutral,,,,Netherlands
945,  Gridstraf voor Albon en Latifi in Sochi na versnellingsbakwissel  ,0.09444444444444446,Neutral,Albon,Latifi,,Netherlands
946,  Sainz: Windrichting bepalend voor vorm McLaren in Sochi  ,0.024561403508771926,Neutral,Sainz,McLaren,,Netherlands
947,"  Raikkonen evenaart recordaantal F1-starts: ""Is maar een getal""  ",0.022727272727272724,Neutral,Raikkonen,,,Netherlands
948,  Albon geeft seconde toe op Verstappen: “Gat is beetje verwarrend”  ,0.08452380952380951,Neutral,Verstappen,Albon,,Netherlands
949,  Verstappen ziet mogelijkheden bij start: “Het wordt interessant”  ,0.24889937106918242,Positive,Verstappen,,,Netherlands
950,"  Doornbos lovend: ""Verstappen boven Red Bull-materiaal uitgestegen""  ",0.21033333333333334,Positive,Verstappen,Red Bull,,Netherlands
951,  Kwalificatieduels F1: De stand na de Grand Prix van Rusland  ,0.24210526315789482,Positive,,,,Netherlands
952,  Horner prijst 'ongelooflijke ronde' van Verstappen  ,0.21548387096774196,Positive,Verstappen,,,Netherlands
953,  Hamilton ontloopt straf voor overschrijden track limits  ,0.14722222222222225,Neutral,Hamilton,,,Netherlands
954,  Verstappen: Eén van de beste kwalificatierondjes uit F1-carrière  ,0.16650462962962964,Positive,Verstappen,,,Netherlands
955,  VIDEO: Vettel crasht en veroorzaakt code rood in kwalificatie Sochi  ,0.07821666666666668,Neutral,Vettel,,,Netherlands
956,  Hamilton op pole in Rusland ondanks 'vreselijke kwalificatie'  ,0.09809523809523811,Neutral,Hamilton,,,Netherlands
957,"  Verstappen imponeert: ""Absoluut niet verwacht om tweede te staan""  ",0.17120000000000005,Positive,Verstappen,,,Netherlands
958,"  Pole Hamilton na enerverende kwalificatie, Verstappen knap op P2  ",0.16910879629629635,Positive,Hamilton,Verstappen,,Netherlands
959,  Volledige uitslag kwalificatie F1 Grand Prix van Rusland  ,0.0,Neutral,,,,Netherlands
960,  Succes Ferrari-talenten in F2 geen hoofdpijndossier voor Scuderia  ,0.2794047619047619,Positive,Ferrari,,,Netherlands
961,  Volledige uitslag derde training F1 Grand Prix van Rusland  ,0.0,Neutral,,,,Netherlands
962,"  Hamilton leidt de dans in laatste training Rusland, Verstappen P6  ",0.19447126436781612,Positive,Hamilton,Verstappen,,Netherlands
963,  Racing Point: Kritiek van Perez over behandeling verraste ons  ,0.15357142857142855,Positive,Perez,Racing Point,,Netherlands
964,  Ricciardo: Te vroeg om te praten over podiumkansen Renault in Sochi  ,0.15043478260869567,Positive,Ricciardo,Renault,,Netherlands
965,  Wolff: Ferrari zou mij in rol als F1 CEO niet hebben aanvaard  ,0.1579710144927536,Positive,Ferrari,,,Netherlands
966,"  Hamilton naar Red Bull? ""Wat heeft Jordan gedronken"", aldus Horner  ",0.2955059523809524,Positive,Hamilton,Red Bull,,Netherlands
967,"  Formule 1 Grand Prix van Rusland – Starttijd, welke zender en meer  ",0.14525423728813558,Neutral,,,,Netherlands
968,  Horner komt met bijzonder plan voor reverse grids in F1  ,0.19785714285714284,Positive,,,,Netherlands
969,  Perez: 'Lucht is geklaard met Racing Point'  ,0.18166666666666667,Positive,Perez,Racing Point,,Netherlands
970,  Assen toonde interesse in F1-race zonder fans in coronatijd  ,0.17144927536231885,Positive,,,,Netherlands
971,"  Hamilton verbaasd door voorsprong Mercedes: ""Gevoel is vrij slecht""  ",0.16192708333333333,Positive,Hamilton,Mercedes,,Netherlands
972,"  Verstappen: ""Lastig om Renault in kwalificatie te verslaan voor P3""  ",0.31666666666666654,Positive,Verstappen,Renault,,Netherlands
973,  Volledige uitslag tweede training F1 Grand Prix van Rusland  ,0.0,Neutral,,,,Netherlands
974,"  Bottas topt eerste trainingsdag in Rusland, Verstappen zevende  ",0.21321839080459773,Positive,Verstappen,Bottas,,Netherlands
975,"  Horner gaat in op clausule: ""Verstappen zeker bij Red Bull in 2021""  ",0.19897435897435903,Positive,Verstappen,Red Bull,,Netherlands
976,  Volledige uitslag eerste training F1 Grand Prix van Rusland  ,0.0,Neutral,,,,Netherlands
977,"  Bottas bovenaan in eerste training GP Rusland, Verstappen derde  ",0.0517982456140351,Neutral,Verstappen,Bottas,,Netherlands
978,"  Formule 1 GP van de Eifel: Ticketinformatie, coronaregels en meer  ",0.10710784313725494,Neutral,,,,Netherlands
979,"  Alonso kreeg F1-kans in 2019, zinspeelt op contact met Red Bull  ",0.1409523809523809,Neutral,Red Bull,,,Netherlands
980,"  Kwalificatie F1 Grand Prix van Rusland – Starttijd, welke zender en meer  ",0.15216666666666664,Positive,,,,Netherlands
981,  Hamilton verwacht nieuwe richtlijnen van FIA na politiek statement  ,0.24439393939393936,Positive,Hamilton,,,Netherlands
982,  Vettel: Dubbel gevoel bij evenaren Schumacher-record door Hamilton  ,0.0892982456140351,Neutral,Hamilton,Vettel,,Netherlands
983,  Perez teleurgesteld: “Racing Point begint dingen te verbergen”  ,0.3197916666666667,Positive,Perez,Racing Point,,Netherlands
984,  Verstappen: 'Goed gesprek' gehad met Honda na uitvalbeurten  ,0.08079268292682928,Neutral,Verstappen,,,Netherlands
985,  Verstappen ‘verwacht geen wonderen’ in Grand Prix van Rusland  ,0.1758700980392157,Positive,Verstappen,,,Netherlands
986,  Haas: 'Geen gegeven' dat we Perez gaan halen  ,0.3263888888888889,Positive,Perez,Haas,,Netherlands
987,  F1-rijders gewaarschuwd voor langzaam rijden en track limits Sochi  ,-0.012407407407407403,Negative,,,,Netherlands
988,  Tijdnood bij Racing Point: alleen Stroll met upgrades in Rusland  ,0.19,Positive,Stroll,Racing Point,,Netherlands
989,  Honda heeft ingegrepen om motorproblemen Verstappen op te lossen  ,0.11938596491228069,Neutral,Verstappen,,,Netherlands
990,  GP Bahrein wordt na 2020 weer op gebruikelijke lay-out verreden  ,0.14130434782608695,Neutral,,,,Netherlands
991,  Ferrari zonder al te hoge verwachtingen naar Sochi  ,0.1879824561403509,Positive,Ferrari,,,Netherlands
