Index,Title,Sentiment,Class,Entity1,Entity2,Entity3
837,  Wolff: Verstappen must be seen as favourite for race  ,0.11570512820512821,Neutral,Verstappen,,
838,  Verstappen explains why he didn't try contra-tyre strategy  ,0.13113212874082442,Neutral,Verstappen,,
839,  Mercedes duo can't explain failure to improve in second Q3 run  ,0.1261931574431574,Neutral,Mercedes,,
840,  Perez pins hopes on start for podium fight in Spain  ,0.19152777777777777,Positive,Perez,,
841,"  Vettel ""can’t put an answer"" to struggles after Q2 exit  ",0.1921279761904762,Positive,Vettel,,
842,  Spanish GP: Hamilton beats Bottas to pole by 0.059s  ,0.1320381231671554,Neutral,Hamilton,Bottas,
843,  Spanish GP qualifying as it happened  ,0.0,Neutral,,,
844,  No further action in bizarre Ocon/Magnussen incident  ,0.10114468864468865,Neutral,Ocon,Magnussen,
845,"  Spanish GP: Hamilton quickest in FP3, Ocon crashes  ",0.05145408163265307,Neutral,Hamilton,Ocon,
846,"  Mercedes ""in better shape"" managing tyre temperatures  ",0.11015669515669516,Neutral,Mercedes,,
847,"  Horner: Engine mode ban ""healthy"" for F1  ",0.11398071625344351,Neutral,,,
848,  F1 teams agree to ban testing at new 2020 race venues  ,0.10575951825951826,Neutral,,,
849,"  Vettel: Car ""making a bit more sense"" after chassis change  ",0.04194545454545455,Neutral,Vettel,,
850,"  Spanish Grand Prix qualifying – Start time, how to watch, channel & more  ",0.0961075036075036,Neutral,,,
851,  Spanish GP: Best F1 technical photos  ,0.12056329849012776,Neutral,,,
852,  Grosjean “changed three pairs of underwear” on rapid day  ,0.2191100823045267,Positive,Grosjean,,
853,"  Norris: Hardest tyres felt like ""garbage"" during practice  ",0.05372103386809268,Neutral,Norris,,
854,  Chassis change hasn't solved Sainz's cooling issues  ,0.06108730158730159,Neutral,Sainz,,
855,"  ""Killer"" Spanish heat tough on tyres, says Hamilton  ",0.09638888888888891,Neutral,Hamilton,,
856,  2020 F1 Spanish GP full Friday practice results  ,0.1436674436674437,Neutral,,,
857,  Spanish GP: Hamilton quickest from Bottas in FP2  ,0.16228470111448834,Positive,Hamilton,Bottas,
858,  Spanish Grand Prix practice as it happened  ,0.0,Neutral,,,
859,  Spanish GP: Bottas leads FP1 as Mercedes dominates  ,0.07979024943310654,Neutral,Bottas,Mercedes,
860,  Sainz gets new McLaren chassis after cooling issues  ,0.10491071428571429,Neutral,Sainz,,
861,  Ricciardo explains F1 podium tattoo bet with Abiteboul  ,0.23546387520525452,Positive,Ricciardo,,
862,"  F1 qualifying engine modes ban ""only a positive"" for Ferrari  ",0.18468181818181817,Positive,,,
863,  Podcast: The Racing Point brake duct saga  ,-0.006607744107744106,Neutral,Racing Point,,
864,  Why F1 may get another Mercedes/Red Bull showdown in Spain  ,0.10666666666666667,Neutral,Red Bull,Mercedes,
865,  Spanish GP: Latest key F1 technical developments  ,0.11351341991341991,Neutral,,,
866,  Magnussen mystery: Haas says nothing “specific” wrong with car  ,0.11228559176672384,Neutral,Magnussen,Haas,
867,  Vettel denies growing tension at Ferrari after Silverstone woes  ,0.08599248790425261,Neutral,Vettel,,
868,"  F1 technical update: Racing Point, Mercedes, Red Bull & Ferrari  ",0.08852520360994942,Neutral,Red Bull,Mercedes,Racing Point
869,  FIA clamps down on corner cutting ahead of Spanish GP  ,-0.0009324009324009277,Neutral,,,
870,  Perez to make Barcelona F1 return after negative COVID test  ,0.10384199134199137,Neutral,Perez,,
871,  Why Mercedes gets uncomfortable when the pressure goes up  ,0.0698203648203648,Neutral,Mercedes,,
872,  The impressive number behind Hulkenberg's F1 race return  ,0.020833333333333332,Neutral,,,
873,  Seidl explains Spanish GP planning amid COVID-19 concerns  ,0.19608585858585859,Positive,,,
874,  2020 Formula 1 Spanish Grand Prix session timings and preview  ,0.270763888888889,Positive,,,
875,  Wolff: No issue if teams miss F1’s early Concorde deadline  ,0.125974025974026,Neutral,,,
876,  McLaren withdraws Racing Point F1 appeal  ,0.06410455486542445,Neutral,Racing Point,,
877,"  Haas retired Magnussen for ""safety"" reasons  ",0.05051418439716312,Neutral,Magnussen,Haas,
878,  Nissany to get FP1 outing with Williams in Spain  ,0.09203703703703703,Neutral,Williams,,
879,  Formula 1 “close to finalising” 2021 calendar  ,0.068231099257885,Neutral,,,
880,  Why inflation left Mercedes poorer at Silverstone  ,0.20142857142857143,Positive,Mercedes,,
881,  Ten things we learned from the F1 70th Anniversary Grand Prix  ,0.10881614293444646,Neutral,,,
882,  70th Anniversary Grand Prix driver ratings  ,0.14428571428571427,Neutral,,,
883,"  Horner says Verstappen had to ""buy into"" hard tyre gamble  ",0.17145833333333335,Positive,Verstappen,,
884,"  Ricciardo: ""Seb spin"" rubbed salt in the wound for Renault  ",0.1274150668172407,Neutral,Ricciardo,Renault,
885,  How Verstappen exposed Mercedes' key weakness  ,0.16785714285714287,Positive,Verstappen,Mercedes,
886,  Ferrari open to Vettel changing F1 chassis  ,0.09166666666666666,Neutral,Vettel,,
887,  Horner surprised others didn't try Verstappen's tyre strategy  ,0.13646406926406926,Neutral,Verstappen,,
888,"  Mercedes boss Wolff refutes Bottas' ""sleeping"" claim  ",0.1342091836734694,Neutral,Bottas,Mercedes,
889,  Binotto: Vettel's spin hurt his race more than strategy  ,0.06716810966810967,Neutral,Vettel,,
890,  Verstappen explains why he defied Red Bull warning  ,-0.0035784313725490207,Neutral,Verstappen,Red Bull,
891,"  Vettel: Ferrari strategy ""didn't make any sense""  ",0.16603835978835976,Positive,Vettel,,
892,  Leclerc wasn't expecting to finish higher than eighth  ,0.20446746880570407,Positive,Leclerc,,
893,  2020 F1 World Championship points after 70th Anniversary GP  ,0.04004702194357367,Neutral,,,
894,"  Hulkenberg explains reasons for ""forced"" late pitstop  ",0.0938457254246728,Neutral,,,
895,"  Mercedes ""sleeping"" when Verstappen got ahead - Bottas  ",0.06806344696969698,Neutral,Verstappen,Bottas,Mercedes
896,  Racing Point reprimanded over use of brake ducts  ,0.05756302521008405,Neutral,Racing Point,,
897,"  Hamilton says new pressures making tyres like ""balloons""  ",0.08273399014778324,Neutral,Hamilton,,
898,"  Verstappen on his win: ""I didn't see it coming""  ",0.18888553307157954,Positive,Verstappen,,
899,  2020 F1 70th Anniversary GP race results  ,0.06887298307752852,Neutral,,,
900,  70th Anniversary GP: Verstappen takes first win of 2020  ,0.06720232148803576,Neutral,Verstappen,,
901,  70th Anniversary GP as it happened  ,0.0,Neutral,,,
902,"  Ferrari: It's our ""duty"" to support struggling Vettel  ",0.05178231292517008,Neutral,Vettel,,
903,  F1 drivers can't use pitlane 'shortcut' on last lap  ,0.008602150537634414,Neutral,,,
904,  Rivals set to probe Mercedes role in Racing Point saga at appeal  ,0.1264994414187963,Neutral,Mercedes,Racing Point,
905,"  Silverstone race will be “a war”, says frustrated Ocon  ",0.1520864661654135,Positive,Ocon,,
906,  McLaren drivers: 'Right decision to bring softer tyres'  ,0.21058727436085917,Positive,,,
907,"  Verstappen: Hulkenberg ""definitely deserves to be in F1""  ",0.20041260822510817,Positive,Verstappen,,
908,  Racing Point got Mercedes brake ducts in January as spares  ,-0.012542087542087542,Negative,Mercedes,Racing Point,
909,"  Formula 1 70th Anniversary Grand Prix – how to watch, start time & more  ",0.18326351068286553,Positive,,,
910,"  2020 F1 70th Anniversary GP qualifying results, full grid lineup  ",0.17916666666666664,Positive,,,
911,"  Verstappen ""felt strongly"" that hard tyre was right choice  ",0.09452137998056369,Neutral,Verstappen,,
912,"  Struggling Vettel feels he's ""going up against a wall""  ",0.06861772486772487,Neutral,Vettel,,
913,"  Leclerc: Eighth ""realistic picture"" of Ferrari's pace  ",0.15002640036730944,Positive,Leclerc,,
914,"  Bottas: Resolving set-up ""deficit"" key to pole  ",0.1863809523809524,Positive,Bottas,,
915,  Ocon hit with Silverstone grid penalty after Russell block  ,0.17761904761904762,Positive,Russell,Ocon,
916,  Sainz says opening up bodywork led to Q2 exit  ,0.08033333333333334,Neutral,Sainz,,
917,"  ""Surprised"" Hulkenberg feared he had damaged car  ",0.06818947312849752,Neutral,,,
918,  The “copy-paste” deal that’s now helping Bottas to focus  ,0.05,Neutral,Bottas,,
919,  70th Anniversary GP: Bottas grabs pole as Hulkenberg stars  ,0.12610294117647056,Neutral,Bottas,,
920,  70th Anniversary GP qualifying as it happened  ,0.0,Neutral,,,
921,  70th Anniversary GP: Latest key F1 technical developments  ,0.09787072856221794,Neutral,,,
922,  70th Anniversary GP: Hamilton again on top in final practice  ,0.12702020202020203,Neutral,Hamilton,,
923,  Ferrari changes engine on both F1 cars after Vettel failure  ,-0.05136946386946387,Negative,Vettel,,
924,  Five rival F1 teams lodge appeal in Racing Point copying case  ,0.09048690025252525,Neutral,Racing Point,,
925,  McLaren: F1's 2021 rules allow scope for grid shuffle  ,0.1180735930735931,Neutral,,,
926,"  Pirelli hopes ""responsible"" teams won't take stint length risks  ",0.06744444444444445,Neutral,,,
927,"  Wolff: Majority of F1 teams want Concorde ""cleaning up""  ",0.10020723956894169,Neutral,,,
928,  2020 Formula 1 70th Anniversary Grand Prix session timings and preview  ,0.19695942475603495,Positive,,,
929,"  Renault joins Ferrari, McLaren in FIA appeal  ",0.03412698412698413,Neutral,Renault,,
930,  Insults fly as F1 bosses speak out over Racing Point case  ,0.022329916815210935,Neutral,Racing Point,,
931,  Ricciardo: Renault’s top-three pace is genuine after “big step”  ,0.20257352941176465,Positive,Ricciardo,Renault,
932,  Hulkenberg “more at home” in second GP with Racing Point  ,0.2733210483210483,Positive,Racing Point,,
933,  F1 teams face tyre strategy “headache” at Silverstone  ,0.13183321308321308,Neutral,,,
934,  How Red Bull’s other 2020 F1 star has made Marko “really happy”  ,0.11607142857142856,Neutral,Red Bull,,
935,  2020 F1 70th Anniversary GP practice results  ,0.10080213903743317,Neutral,,,
936,"  70th Anniversary GP: Hamilton tops FP2 from Bottas, Ricciardo  ",0.12800000000000003,Neutral,Hamilton,Bottas,Ricciardo
937,  Live: Follow 70th Anniversary GP practice as it happens  ,0.0,Neutral,,,
938,  70th Anniversary GP: Bottas quickest from Hamilton in FP1  ,0.09298071625344352,Neutral,Hamilton,Bottas,
939,  Honda gives Red Bull drivers new F1 power units  ,0.16180926916221036,Positive,Red Bull,,
940,  Hulkenberg to race after Perez tests COVID positive again  ,0.09361824769433466,Neutral,Perez,,
941,  The Mansell F1 record that Verstappen didn’t quite beat  ,0.3358974358974359,Positive,Verstappen,,
942,  Norris reveals how he was “caught out” by future teammate  ,0.08850108225108227,Neutral,Norris,,
943,  Mercedes to race with Stirling Moss tribute at Silverstone  ,0.3456349206349206,Positive,Mercedes,,
944,  Perez could return at Silverstone after completing quarantine  ,-0.007716450216450215,Neutral,Perez,,
945,  Silverstone installs extra barriers after Kvyat crash  ,0.04819749216300941,Neutral,Kvyat,,
946,  Have high rake cars had their day in Formula 1?  ,0.1183116883116883,Neutral,,,
947,"  70th Anniversary Grand Prix qualifying: Start time, how to watch, channel  ",0.1070444706808343,Neutral,,,
948,  Why Verstappen will be “counting some sheep” at Silverstone  ,0.058823529411764705,Neutral,Verstappen,,
949,  Mercedes insists DAS didn't play any role in tyre failures  ,-0.00826599326599327,Neutral,Mercedes,,
950,  Mercedes has no firm plans to let Gutierrez get F1 race licence  ,0.1062846068660022,Neutral,Mercedes,,
951,  Kubica returns to Alfa Romeo cockpit for Silverstone FP1  ,0.21260957792207796,Positive,Alfa Romeo,,
952,  Racing Point F1 protest set for Silverstone hearing today  ,0.0953231292517007,Neutral,Racing Point,,
953,  Silverstone installs new kerb to help avoid tyre damage  ,0.10170808080808082,Neutral,,,
954,  Pirelli to scrap Silverstone FP2 tyre testing  ,0.1148033526756931,Neutral,,,
955,  Pirelli: Softer tyres not a risk at second Silverstone race  ,-0.00807773109243698,Neutral,,,
956,  What is the 70th Anniversary Grand Prix? F1’s second Silverstone race explained  ,0.08626373626373626,Neutral,,,
957,  Pirelli says long stints caused British GP tyre failures  ,-0.02411992945326279,Negative,,,
958,  F1 reveals format for two-day Imola grand prix  ,0.03420377241805814,Neutral,,,
959,"  F1 technical update: Mercedes, Ferrari, Racing Point & Red Bull  ",0.028278980278980275,Neutral,Red Bull,Mercedes,Racing Point
960,  British Grand Prix driver ratings  ,0.17666666666666667,Positive,,,
961,  The crucial factors that took Hamilton to the brink of disaster  ,0.15119047619047618,Positive,Hamilton,,
962,  Pirelli launches “360 degrees” investigation after failures  ,0.04555555555555556,Neutral,,,
963,  Hamilton convinced debris caused last-lap tyre failure  ,0.1282804232804233,Neutral,Hamilton,,
964,  Clutch bolt failure caused Hulkenberg's DNS at Silverstone  ,0.10181968569065342,Neutral,,,
965,"  Hamilton was pushing ""pretty flat-chat"" in British GP  ",0.1532212885154062,Positive,Hamilton,,
966,  Police investigating environmental protest during British GP  ,0.10384615384615385,Neutral,,,
967,  Renault lodges third protest against Racing Point  ,0.045202020202020195,Neutral,Racing Point,Renault,
968,"  Vettel: Something ""doesn't stack up"" over Silverstone struggles  ",-0.02965747702589809,Negative,Vettel,,
969,  Hulkenberg: British GP DNS fitting after crazy days  ,-0.045572791406124746,Negative,,,
970,  Red Bull defends late Verstappen pitstop despite lost win  ,-0.033452380952380956,Negative,Verstappen,Red Bull,
971,"  Verstappen feels ""lucky and unlucky"" after last-lap dramas  ",0.143613677988678,Neutral,Verstappen,,
972,  2020 F1 World Championship points after the British Grand Prix  ,0.01961805555555556,Neutral,,,
973,"  Hamilton's ""heart nearly stopped"" after puncture  ",0.1486805555555555,Neutral,Hamilton,,
974,  2020 F1 British Grand Prix race results  ,0.08676168464304058,Neutral,,,
975,  British GP: Hamilton wins on three wheels after late drama  ,0.055103820598006656,Neutral,Hamilton,,
976,  Hulkenberg fails to start British Grand Prix  ,-0.0028409090909090884,Neutral,,,
977,  The British Grand Prix as it happened  ,0.0,Neutral,,,
978,"  F1 drivers: ""Zero risk"" of COVID-19 doesn't exist despite bubble  ",0.12525623885918002,Neutral,,,
979,  “Brutally honest” Red Bull has to give Albon better car  ,0.16090534979423865,Positive,Albon,Red Bull,
980,"  Hulkenberg impresses Racing Point: ""It's like he never left""  ",0.09207746478873238,Neutral,Racing Point,,
981,"  Vettel: Drivers “let down” by FIA, F1 over anti-racism stance  ",0.11733333333333335,Neutral,Vettel,,
982,"  Formula 1 British Grand Prix – how to watch, start time & more  ",0.10898760330578511,Neutral,,,
983,"  2020 F1 British Grand Prix qualifying results, full grid lineup  ",0.12885802469135801,Neutral,,,
984,"  Norris stopped ""overdriving"" to secure top five slot  ",0.17209523809523813,Positive,Norris,,
985,  Albon blames balance issues for qualifying struggles  ,0.10038257575757577,Neutral,Albon,,
986,  Russell hit with grid penalty for ignoring yellow flags  ,0.0901077097505669,Neutral,Russell,,
987,  Hulkenberg concedes he didn't get everything out of the car  ,0.0775975975975976,Neutral,,,
988,  Verstappen: Warmer conditions wouldn't have changed result  ,0.2036564625850341,Positive,Verstappen,,
989,  Vettel: British GP weekend can't get much worse  ,0.15422824302134652,Positive,Vettel,,
990,"  Hamilton says he was ""struggling"" before grabbing pole  ",0.22596726190476193,Positive,Hamilton,,
991,  British GP: Hamilton storms to pole as Mercedes dominates  ,0.09059314341572405,Neutral,Hamilton,Mercedes,
992,  British GP qualifying as it happened  ,0.0,Neutral,,,
993,  Pirelli: Portimao resurfacing creates extra challenge  ,0.021471346114203257,Neutral,,,
994,  British GP: Bottas outpaces Hamilton in final practice  ,0.1801915038984005,Positive,Hamilton,Bottas,
995,  Ferrari to hold Silverstone filming day between F1 races  ,0.06649305555555556,Neutral,,,
996,  Why the Racing Point is less a Mercedes copy than you may think  ,0.12689431913116123,Neutral,Mercedes,Racing Point,
997,  McLaren to keep aero upgrades on car after practice trial  ,0.12482251082251082,Neutral,,,
998,"  British Grand Prix qualifying – Start time, how to watch, channel & more  ",0.12479901051329621,Neutral,,,
999,  The change on the horizon that could thwart Red Bull at Silverstone  ,0.05312499999999999,Neutral,Red Bull,,
1000,  Kvyat set for five-place grid penalty for British GP  ,0.17423072423072422,Positive,Kvyat,,
1001,  Red Bull ‘hooked up’ despite Albon’s 20G shunt  ,0.1310479797979798,Neutral,Albon,Red Bull,
1002,  Ferrari “struggling massively” for race pace after radical change  ,0.09613095238095241,Neutral,,,
1003,  British GP: F1 technical developments direct from the track  ,0.11412692498758072,Neutral,,,
1004,"  Hamilton explains ""difficult day"" amid balance issues  ",0.23870370370370372,Positive,Hamilton,,
1005,"  Hulkenberg reflects on ""crazy and wild"" 24 hours  ",0.20732350458765547,Positive,,,
1006,  How Hulkenberg won the race against time for shock F1 return  ,0.07588235294117647,Neutral,,,
1007,  2020 F1 British GP practice results: Stroll fastest as Albon crashes  ,0.10011295893648836,Neutral,Albon,Stroll,
1008,  British GP: Stroll leads FP2 as Albon crashes  ,0.08328035060177917,Neutral,Albon,Stroll,
1009,  Live: Follow British GP practice as it happens  ,0.0,Neutral,,,
1010,  Giovinazzi handed warning after British GP practice incident  ,0.04481060606060605,Neutral,Giovinazzi,,
1011,  McLaren trials new aero updates at Silverstone  ,0.03739239332096475,Neutral,,,
1012,"  British GP: Verstappen quickest, Vettel hits trouble in FP1  ",0.08468055555555556,Neutral,Verstappen,Vettel,
1013,  Hamilton takes upgraded MGU-K after reliability concerns  ,0.06421589163524648,Neutral,Hamilton,,
1014,"  Hulkenberg in frame for shock F1 return, replacing Perez  ",0.0835161964472309,Neutral,Perez,,
1015,"  Perez tests positive for COVID-19, will miss British GP  ",0.13586580086580088,Neutral,Perez,,
1016,  Red Bull plans extensive trial of new parts at Silverstone  ,0.05817750332456217,Neutral,Red Bull,,
1017,  British GP: Best F1 images from Silverstone on Thursday  ,0.05,Neutral,,,
1018,"  Haas would ""1000%"" repeat formation lap call  ",0.023296387520525454,Neutral,Haas,,
1019,  Perez in self-isolation after inconclusive COVID-19 test  ,0.07218181818181818,Neutral,Perez,,
1020,  How the British GP was saved for 2020  ,0.25416666666666665,Positive,,,
1021,  FIA clamps down on track limits abuse at Silverstone  ,-0.02993055555555555,Negative,,,
1022,  Loss of Brazilian GP will hurt country’s racing future  ,0.05952950558213716,Neutral,,,
1023,  Revealed: The hidden complexity of Red Bull’s amazing grid repair  ,0.012151898734177212,Neutral,Red Bull,,
1024,  2020 Formula 1 British Grand Prix session timings and preview  ,0.15460858585858592,Positive,,,
1025,"  Triple-header races can't be new F1 standard, warns Seidl  ",0.018074204514882494,Neutral,,,
1026,  Angry Brazilian GP promoter hits out at F1 over 2020 cancellation  ,0.06748705163883735,Neutral,,,
1027,"  Russell ""certainly"" still part of long-term Mercedes plan  ",0.18011904761904765,Positive,Russell,Mercedes,
1028,  COTA had record F1 ticket sales before coronavirus hit  ,0.15592490842490841,Positive,,,
1029,  McLaren set for shock F1 reunion with iconic Gulf Oil brand  ,0.10439814814814814,Neutral,,,
1030,  Horner reveals factors behind Verstappen's pre-race crash  ,0.13280423280423279,Neutral,Verstappen,,
1031,  Norris happy to see Russell make an impact with Williams  ,0.1237770562770563,Neutral,Russell,Norris,Williams
1032,  Mercedes still unsure about W11 form in hotter conditions  ,0.09052233296419344,Neutral,Mercedes,,
1033,  Spanish Grand Prix unaffected by new coronavirus restrictions  ,0.10959224598930482,Neutral,,,
1034,  Radio rule stopped Mercedes from easing Hamilton's stall concerns  ,0.07586206896551725,Neutral,Hamilton,Mercedes,
1035,  How Haas' common sense faltered to F1’s letter of the law  ,0.10576923076923077,Neutral,Haas,,
1036,  Ferrari restructures F1 technical department over 2020 slump  ,0.1577393684746626,Positive,,,
1037,"  Grosjean apologises for ""elephant in the room"" comment  ",-0.10383885438233267,Negative,Grosjean,,
1038,"  F1 technical update: Mercedes, McLaren, AlphaTauri & Racing Point  ",0.11409812409812407,Neutral,Mercedes,Racing Point,AlphaTauri
1039,"  Ocon: Renault’s F1 season “not over yet”, updates awaited  ",0.08043546365914787,Neutral,Ocon,Renault,
1040,  Wolff: Pitting Bottas only chance to pass Verstappen  ,0.05691496003996006,Neutral,Verstappen,Bottas,
1041,"  Racing Point has ""886 drawings"" to prove brake duct legality  ",0.008575837742504415,Neutral,Racing Point,,
1042,  FIA explains why Bottas escaped jump start penalty  ,0.05169753086419753,Neutral,Bottas,,
1043,"  Red Bull: ""Anomalies"" causing 2020 F1 car to ""misbehave""  ",0.10173712342079691,Neutral,Red Bull,,
1044,  Injured Haas strategist helped make formation lap call  ,0.0280625,Neutral,Haas,,
1045,"  Magnussen, Grosjean penalised for formation lap infraction  ",-0.036481481481481476,Negative,Grosjean,Magnussen,
1046,  Red Bull cleared over alleged grid drying infringement  ,-0.03255208333333333,Negative,Red Bull,,
1047,"  Hamilton: F1 ""must do better job"" after rushed pre-race kneel  ",0.27564102564102566,Positive,Hamilton,,
1048,  Renault protests Racing Point again in Hungary  ,0.09924242424242426,Neutral,Racing Point,Renault,
1049,  Haas under investigation for formation lap infraction  ,0.20097222222222225,Positive,Haas,,
1050,"  Mercedes explains Hamilton pitstop ""confusion""  ",0.16103603603603606,Positive,Hamilton,Mercedes,
1051,  Bottas explains Hungarian GP start incident  ,0.09761904761904762,Neutral,Bottas,,
1052,  2020 F1 Hungarian Grand Prix race results  ,0.07549175970228604,Neutral,,,
1053,  2020 F1 World Championship points after Hungarian Grand Prix  ,0.1373015873015873,Neutral,,,
1054,"  Verstappen: ""Second like a victory"" after pre-race crash  ",0.1297799422799423,Neutral,Verstappen,,
1055,  Hungarian GP: Hamilton cruises to eighth Hungaroring win  ,0.05347883597883598,Neutral,Hamilton,,
1056,  Red Bull summoned for drying Albon’s grid slot in Hungary  ,0.01597619047619048,Neutral,Albon,Red Bull,
1057,  Verstappen crashes before Hungarian GP start  ,-0.06340579710144928,Negative,Verstappen,,
1058,  The Hungarian GP as it happened  ,0.0,Neutral,,,
1059,"  McLaren: Hungary qualifying ""more realistic"" of current pace  ",0.24154269972451797,Positive,,,
1060,  Mercedes drivers surprised by gap to Red Bull in Hungary  ,0.14512195121951224,Neutral,Red Bull,Mercedes,
1061,  Red Bull still in the dark on Hungary balance issues - Verstappen  ,0.01180555555555555,Neutral,Verstappen,Red Bull,
1062,  Racing Point faster than Mercedes in some corners - Wolff  ,0.12425501647199759,Neutral,Mercedes,Racing Point,
1063,  F1 technical update: Ferrari’s recovery push hindered by tokens  ,0.12113212874082437,Neutral,,,
1064,   The biggest surprises from F1's qualifying pace swings  ,0.05230806608357629,Neutral,,,
1065,  Ricciardo “frustrated” after FIA reviews Stroll decision  ,0.013306451612903225,Neutral,Ricciardo,Stroll,
1066,"  Formula 1 Hungarian Grand Prix – how to watch, start time & more  ",0.1938912938912939,Positive,,,
1067,  Racing Point not ruling out team orders in Hungarian GP  ,0.09900153609831028,Neutral,Racing Point,,
1068,  Gasly to get Honda engine change for Hungarian GP  ,0.01911976911976914,Neutral,Gasly,,
1069,"  Verstappen says ""something is not working"" in Red Bull's car  ",0.15318627450980393,Positive,Verstappen,Red Bull,
1070,"  Ferrari ""much closer"" to the cars around us - Vettel  ",0.2626196172248803,Positive,Vettel,,
1071,  Bottas 'frustrated' after believing he had shot at pole  ,0.11351010101010105,Neutral,Bottas,,
1072,  2020 F1 Hungarian Grand Prix qualifying results & starting grid  ,0.22820075757575756,Positive,,,
1073,"  Perez felt ""dizzy"" during Hungarian GP qualifying  ",0.24799999999999997,Positive,Perez,,
1074,"  Albon ""made to look like an idiot"" in Hungary, says Russell  ",0.15849358974358976,Positive,Russell,Albon,
1075,  Hungarian GP: Hamilton on pole as Mercedes crushes rivals  ,0.13749999999999996,Neutral,Hamilton,Mercedes,
1076,  Formula 1 teams still suspicious of engine tricks  ,-0.00045093795093792915,Neutral,,,
1077,"  Hungarian GP: Bottas heads Hamilton, Perez in final practice  ",0.13782696177062373,Neutral,Hamilton,Bottas,Perez
1078,  Red Bull broke F1 curfew to conduct set-up work  ,0.19515692640692642,Positive,Red Bull,,
1079,  Hungarian GP qualifying as it happened  ,0.0,Neutral,,,
1080,  FIA expects Renault to protest Racing Point again after Hungary  ,0.11149844307739044,Neutral,Racing Point,Renault,
1081,  The prediction that should enthrall – and gall – Mercedes’ rivals  ,-0.007222222222222223,Neutral,Mercedes,,
1082,  Hungarian GP: F1 technical developments direct from the track  ,0.07696596506941333,Neutral,,,
1083,"  2020 F1 Hungarian GP practice results, Hamilton outpaces Bottas  ",0.08684848484848484,Neutral,Hamilton,Bottas,
1084,"  Leclerc seeing ""positive signs"" from Ferrari after practice  ",0.20587040618955513,Positive,Leclerc,,
1085,"  Hungarian Grand Prix qualifying - Start time, how to watch, channel & more  ",0.14327767470624617,Neutral,,,
1086,"  Verstappen has ""a lot of work to do"" after practice  ",0.11848290598290599,Neutral,Verstappen,,
1087,"  Hamilton expects a ""lot closer"" Hungarian GP qualifying  ",0.16743657505285414,Positive,Hamilton,,
1088,  Hungarian GP: Vettel quickest in wet second practice  ,0.0587962962962963,Neutral,Vettel,,
1089,  Hungarian GP: Hamilton tops FP1 as Racing Points star  ,0.0493008314436886,Neutral,Hamilton,Racing Point,
1090,"  Steiner: Grosjean ""wrong"" to talk Haas F1 future on its behalf  ",0.1279839208410637,Neutral,Grosjean,Haas,
1091,  Hungarian GP practice as it happened  ,0.0,Neutral,,,
1092,  Hungarian GP: Latest key F1 technical developments  ,0.12312127976190472,Neutral,,,
1093,  Hamilton has private chat with F1 drivers who didn't take a knee  ,0.17647058823529413,Positive,Hamilton,,
1094,  FIA clamps down on track limits abuse in Hungary  ,-0.04763888888888889,Negative,,,
1095,"  Hamilton wants F1 to be ""creative"" with double-headers  ",0.11333333333333334,Neutral,Hamilton,,
1096,  Kubica to drive Raikkonen’s Alfa in Hungarian GP practice  ,0.21046176046176052,Positive,Raikkonen,,
1097,  Horner: Hungary lockdown will be 'tough' on F1 staff  ,0.19114295666019807,Positive,,,
1098,  Horner: Red Bull has to be “patient” with Albon  ,0.1264285714285714,Neutral,Albon,Red Bull,
1099,"  Russell performance “vindication” for team, says Williams  ",0.18716610549943888,Positive,Russell,Williams,
1100,  Red Bull baffled by Albon's Styrian GP struggles  ,0.13089274670907325,Neutral,Albon,Red Bull,
1101,"  F1 technical update: Ferrari, Red Bull, McLaren & Williams  ",0.07398610742998499,Neutral,Red Bull,Williams,
1102,  2020 Styrian Grand Prix - Driver Ratings  ,0.17797619047619048,Positive,,,
1103,  Verstappen's damaged endplate got lodged in bargeboard  ,0.052633779264214045,Neutral,Verstappen,,
1104,  How the Styrian GP exposed Red Bull's gap to Mercedes  ,0.07213541666666667,Neutral,Red Bull,Mercedes,
1105,  2020 Formula 1 Hungarian Grand Prix session timings and preview  ,0.3000000000000001,Positive,,,
1106,"  Horner: Everyone should be ""worried"" by Racing Point's pace  ",0.15467110573042778,Positive,Racing Point,,
1107,  Renault seeks urgent solution after second radiator failure  ,0.08651145602365114,Neutral,Renault,,
1108,  Stewards rule Renault’s Racing Point protest “admissible”  ,0.08611111111111111,Neutral,Racing Point,Renault,
1109,  Renault lodges protest against Racing Point  ,0.1890893057559724,Positive,Racing Point,Renault,
1110,"  Mercedes took ""solid step forward"" with gearbox issues  ",0.17513440860215054,Positive,Mercedes,,
1111,  Ricciardo: Stroll should have returned position  ,0.08771929824561403,Neutral,Ricciardo,Stroll,
1112,"  Racing Point ""debatably"" the second fastest F1 car - Stroll  ",0.08227986552454637,Neutral,Stroll,Racing Point,
1113,"  Verstappen: Red Bull ""a bit too slow"" to fight Mercedes  ",0.08836021505376343,Neutral,Verstappen,Red Bull,Mercedes
1114,  2020 F1 World Championship points after Styrian Grand Prix  ,0.06893939393939395,Neutral,,,
1115,"  Bottas: Second ""damage limitation"" amid Hamilton domination  ",0.09574468085106383,Neutral,Hamilton,Bottas,
1116,  2020 F1 Styrian Grand Prix race results  ,0.024301552106430153,Neutral,,,
